frequency	e'	e''	u'	u''
2000000000.0000	   7.6116	   5.2823	   1.0438	   0.3989
2080000000.0000	   7.4743	   5.2245	   1.0562	   0.3876
2160000000.0000	   7.3629	   5.1604	   1.0742	   0.3695
2240000000.0000	   7.2529	   5.0869	   1.0934	   0.3658
2320000000.0000	   7.1265	   5.0418	   1.1049	   0.3476
2400000000.0000	   7.0503	   4.9790	   1.1116	   0.3403
2480000000.0000	   6.9409	   4.9227	   1.1186	   0.3387
2560000000.0000	   6.8621	   4.8721	   1.1261	   0.3279
2640000000.0000	   6.7797	   4.8146	   1.1207	   0.3342
2720000000.0000	   6.6924	   4.7755	   1.1313	   0.3266
2800000000.0000	   6.6494	   4.7172	   1.1208	   0.3276
2880000000.0000	   6.5619	   4.6702	   1.1254	   0.3324
2960000000.0000	   6.5228	   4.6275	   1.1171	   0.3251
3040000000.0000	   6.4515	   4.5609	   1.1164	   0.3373
3120000000.0000	   6.3880	   4.5386	   1.1155	   0.3300
3200000000.0000	   6.3456	   4.4784	   1.0984	   0.3352
3280000000.0000	   6.2783	   4.4484	   1.1013	   0.3457
3360000000.0000	   6.2411	   4.4039	   1.0866	   0.3408
3440000000.0000	   6.1689	   4.3527	   1.0793	   0.3538
3520000000.0000	   6.1302	   4.3327	   1.0712	   0.3534
3600000000.0000	   6.0791	   4.2674	   1.0586	   0.3615
3680000000.0000	   6.0078	   4.2371	   1.0574	   0.3650
3760000000.0000	   5.9638	   4.1992	   1.0399	   0.3634
3840000000.0000	   5.9012	   4.1556	   1.0334	   0.3732
3920000000.0000	   5.8527	   4.1265	   1.0217	   0.3727
4000000000.0000	   5.7952	   4.0767	   1.0149	   0.3776
4080000000.0000	   5.7359	   4.0531	   1.0089	   0.3782
4160000000.0000	   5.6873	   4.0138	   0.9990	   0.3777
4240000000.0000	   5.6374	   3.9773	   0.9947	   0.3832
4320000000.0000	   5.5790	   3.9426	   0.9895	   0.3832
4400000000.0000	   5.5296	   3.9105	   0.9859	   0.3830
4480000000.0000	   5.4721	   3.8819	   0.9800	   0.3845
4560000000.0000	   5.4179	   3.8613	   0.9775	   0.3842
4640000000.0000	   5.3763	   3.8371	   0.9722	   0.3837
4720000000.0000	   5.3164	   3.8178	   0.9724	   0.3851
4800000000.0000	   5.2791	   3.8140	   0.9664	   0.3777
4880000000.0000	   5.2308	   3.7860	   0.9632	   0.3800
4960000000.0000	   5.1802	   3.7977	   0.9595	   0.3695
5040000000.0000	   5.1511	   3.7790	   0.9494	   0.3678
5120000000.0000	   5.0888	   3.7835	   0.9502	   0.3649
5200000000.0000	   5.0555	   3.7893	   0.9387	   0.3504
5280000000.0000	   4.9983	   3.7792	   0.9348	   0.3485
5360000000.0000	   4.9493	   3.7979	   0.9277	   0.3293
5440000000.0000	   4.8967	   3.7870	   0.9155	   0.3196
5520000000.0000	   4.8316	   3.7979	   0.9144	   0.3081
5600000000.0000	   4.7888	   3.7898	   0.9010	   0.2907
5680000000.0000	   4.7184	   3.7626	   0.9024	   0.2804
5760000000.0000	   4.6613	   3.7623	   0.8939	   0.2594
5840000000.0000	   4.6035	   3.7247	   0.8888	   0.2482
5920000000.0000	   4.5466	   3.7028	   0.8914	   0.2309
6000000000.0000	   4.4969	   3.6442	   0.8857	   0.2131
6080000000.0000	   4.4375	   3.5931	   0.8903	   0.1996
6160000000.0000	   4.4271	   3.5245	   0.8919	   0.1903
6240000000.0000	   4.4126	   3.4502	   0.8984	   0.1820
6320000000.0000	   4.4187	   3.4021	   0.8983	   0.1738
6400000000.0000	   4.4289	   3.3588	   0.8949	   0.1707
6480000000.0000	   4.4383	   3.3216	   0.8971	   0.1649
6560000000.0000	   4.4433	   3.2841	   0.8941	   0.1594
6640000000.0000	   4.4423	   3.2673	   0.8923	   0.1521
6720000000.0000	   4.4501	   3.2427	   0.8891	   0.1486
6800000000.0000	   4.4516	   3.2253	   0.8881	   0.1428
6880000000.0000	   4.4474	   3.1985	   0.8871	   0.1372
6960000000.0000	   4.4408	   3.1821	   0.8876	   0.1328
7040000000.0000	   4.4473	   3.1695	   0.8850	   0.1240
7120000000.0000	   4.4331	   3.1358	   0.8848	   0.1229
7200000000.0000	   4.4323	   3.1345	   0.8873	   0.1152
7280000000.0000	   4.4305	   3.0989	   0.8849	   0.1135
7360000000.0000	   4.4081	   3.0906	   0.8905	   0.1084
7440000000.0000	   4.4185	   3.0741	   0.8863	   0.1034
7520000000.0000	   4.3916	   3.0484	   0.8916	   0.1053
7600000000.0000	   4.3903	   3.0446	   0.8926	   0.0969
7680000000.0000	   4.3799	   3.0041	   0.8931	   0.1002
7760000000.0000	   4.3548	   3.0066	   0.9000	   0.0972
7840000000.0000	   4.3615	   2.9751	   0.8990	   0.0949
7920000000.0000	   4.3275	   2.9594	   0.9055	   0.0976
8000000000.0000	   4.3245	   2.9549	   0.9068	   0.0934
8080000000.0000	   4.3094	   2.9239	   0.9093	   0.0973
8160000000.0000	   4.2853	   2.9197	   0.9144	   0.0964
8240000000.0000	   4.2826	   2.9008	   0.9140	   0.0986
8320000000.0000	   4.2576	   2.8840	   0.9229	   0.1008
8400000000.0000	   4.2433	   2.8739	   0.9248	   0.0976
8480000000.0000	   4.2250	   2.8595	   0.9263	   0.0996
8560000000.0000	   4.2018	   2.8548	   0.9290	   0.1033
8640000000.0000	   4.1887	   2.8411	   0.9326	   0.1022
8720000000.0000	   4.1646	   2.8376	   0.9370	   0.1028
8800000000.0000	   4.1418	   2.8397	   0.9392	   0.1023
8880000000.0000	   4.1310	   2.8395	   0.9395	   0.1012
8960000000.0000	   4.1065	   2.8250	   0.9431	   0.1033
9040000000.0000	   4.0894	   2.8407	   0.9467	   0.0974
9120000000.0000	   4.0805	   2.8303	   0.9452	   0.0971
9200000000.0000	   4.0477	   2.8372	   0.9502	   0.0933
9280000000.0000	   4.0498	   2.8425	   0.9475	   0.0902
9360000000.0000	   4.0198	   2.8398	   0.9522	   0.0908
9440000000.0000	   4.0120	   2.8582	   0.9515	   0.0805
9520000000.0000	   3.9988	   2.8383	   0.9502	   0.0812
9600000000.0000	   3.9739	   2.8566	   0.9516	   0.0753
9680000000.0000	   3.9868	   2.8511	   0.9459	   0.0722
9760000000.0000	   3.9585	   2.8409	   0.9498	   0.0732
9840000000.0000	   3.9477	   2.8490	   0.9478	   0.0644
9920000000.0000	   3.9367	   2.8295	   0.9474	   0.0658
10000000000.0000	   3.9247	   2.8446	   0.9489	   0.0596
10080000000.0000	   3.9393	   2.8203	   0.9436	   0.0588
10160000000.0000	   3.9114	   2.8205	   0.9481	   0.0570
10240000000.0000	   3.9112	   2.8128	   0.9430	   0.0519
10320000000.0000	   3.8993	   2.7977	   0.9449	   0.0531
10400000000.0000	   3.8868	   2.7970	   0.9452	   0.0494
10480000000.0000	   3.8856	   2.7759	   0.9436	   0.0483
10560000000.0000	   3.8632	   2.7764	   0.9487	   0.0480
10640000000.0000	   3.8486	   2.7677	   0.9497	   0.0458
10720000000.0000	   3.8486	   2.7596	   0.9500	   0.0443
10800000000.0000	   3.8179	   2.7460	   0.9545	   0.0447
10880000000.0000	   3.8072	   2.7518	   0.9562	   0.0399
10960000000.0000	   3.7926	   2.7318	   0.9595	   0.0428
11040000000.0000	   3.7618	   2.7370	   0.9641	   0.0388
11120000000.0000	   3.7630	   2.7307	   0.9650	   0.0363
11200000000.0000	   3.7143	   2.7221	   0.9735	   0.0395
11280000000.0000	   3.7055	   2.7442	   0.9753	   0.0317
11360000000.0000	   3.6885	   2.7208	   0.9808	   0.0365
11440000000.0000	   3.6402	   2.7472	   0.9898	   0.0309
11520000000.0000	   3.6471	   2.7403	   0.9879	   0.0312
11600000000.0000	   3.5900	   2.7375	   0.9999	   0.0349
11680000000.0000	   3.5762	   2.7724	   1.0004	   0.0307
11760000000.0000	   3.5300	   2.7205	   1.0030	   0.0457
