frequency	e'	e''	u'	u''
2000000000.0000	  12.0649	   9.6479	   1.1633	   0.1846
2080000000.0000	  11.8573	   9.5187	   1.1560	   0.1899
2160000000.0000	  11.6980	   9.4120	   1.1607	   0.1844
2240000000.0000	  11.5502	   9.2808	   1.1617	   0.1889
2320000000.0000	  11.3674	   9.1822	   1.1615	   0.1831
2400000000.0000	  11.2725	   9.0840	   1.1544	   0.1844
2480000000.0000	  11.1192	   8.9796	   1.1474	   0.1924
2560000000.0000	  11.0241	   8.9063	   1.1429	   0.1893
2640000000.0000	  10.9122	   8.8201	   1.1243	   0.2038
2720000000.0000	  10.8140	   8.7761	   1.1222	   0.2052
2800000000.0000	  10.7642	   8.7103	   1.0972	   0.2121
2880000000.0000	  10.6559	   8.6815	   1.0826	   0.2200
2960000000.0000	  10.6158	   8.6792	   1.0575	   0.2155
3040000000.0000	  10.5193	   8.6460	   1.0325	   0.2240
3120000000.0000	  10.4181	   8.7044	   1.0081	   0.2108
3200000000.0000	  10.3104	   8.7137	   0.9682	   0.2015
3280000000.0000	  10.1410	   8.7811	   0.9507	   0.1882
3360000000.0000	   9.9870	   8.8087	   0.9220	   0.1546
3440000000.0000	   9.7368	   8.7956	   0.9063	   0.1321
3520000000.0000	   9.5196	   8.8027	   0.9035	   0.0978
3600000000.0000	   9.2921	   8.6925	   0.9053	   0.0704
3680000000.0000	   9.0508	   8.5948	   0.9228	   0.0446
3760000000.0000	   8.8613	   8.4531	   0.9337	   0.0256
3840000000.0000	   8.6822	   8.3027	   0.9558	   0.0201
3920000000.0000	   8.5524	   8.1619	   0.9731	   0.0148
4000000000.0000	   8.4315	   8.0010	   0.9923	   0.0175
4080000000.0000	   8.3269	   7.8823	   1.0075	   0.0233
4160000000.0000	   8.2371	   7.7578	   1.0205	   0.0300
4240000000.0000	   8.1761	   7.6643	   1.0330	   0.0390
4320000000.0000	   8.1003	   7.5548	   1.0395	   0.0475
4400000000.0000	   8.0322	   7.4846	   1.0487	   0.0553
4480000000.0000	   7.9586	   7.4111	   1.0505	   0.0642
4560000000.0000	   7.8758	   7.3611	   1.0567	   0.0723
4640000000.0000	   7.8179	   7.3221	   1.0584	   0.0775
4720000000.0000	   7.7288	   7.2733	   1.0631	   0.0852
4800000000.0000	   7.6585	   7.2747	   1.0651	   0.0851
4880000000.0000	   7.5877	   7.2244	   1.0658	   0.0907
4960000000.0000	   7.4952	   7.2324	   1.0682	   0.0868
5040000000.0000	   7.4422	   7.2076	   1.0646	   0.0885
5120000000.0000	   7.3391	   7.2001	   1.0692	   0.0900
5200000000.0000	   7.2723	   7.2026	   1.0666	   0.0828
5280000000.0000	   7.1863	   7.1767	   1.0669	   0.0844
5360000000.0000	   7.1086	   7.1916	   1.0667	   0.0749
5440000000.0000	   7.0294	   7.1682	   1.0631	   0.0717
5520000000.0000	   6.9475	   7.1764	   1.0635	   0.0669
5600000000.0000	   6.8883	   7.1589	   1.0569	   0.0608
5680000000.0000	   6.8049	   7.1347	   1.0594	   0.0567
5760000000.0000	   6.7424	   7.1342	   1.0531	   0.0476
5840000000.0000	   6.6676	   7.1047	   1.0512	   0.0438
5920000000.0000	   6.6074	   7.0990	   1.0514	   0.0360
6000000000.0000	   6.5585	   7.0527	   1.0466	   0.0287
6080000000.0000	   6.4710	   7.0461	   1.0465	   0.0218
6160000000.0000	   6.4538	   7.0124	   1.0419	   0.0182
6240000000.0000	   6.3775	   6.9746	   1.0454	   0.0113
6320000000.0000	   6.3386	   6.9450	   1.0416	   0.0038
6400000000.0000	   6.2788	   6.9052	   1.0408	   0.0014
6480000000.0000	   6.2394	   6.8771	   1.0433	  -0.0055
6560000000.0000	   6.2053	   6.8150	   1.0417	  -0.0078
6640000000.0000	   6.1365	   6.7931	   1.0439	  -0.0127
6720000000.0000	   6.1053	   6.7552	   1.0429	  -0.0137
6800000000.0000	   6.0567	   6.7261	   1.0458	  -0.0166
6880000000.0000	   6.0139	   6.6774	   1.0472	  -0.0183
6960000000.0000	   5.9606	   6.6356	   1.0504	  -0.0185
7040000000.0000	   5.9263	   6.6104	   1.0516	  -0.0216
7120000000.0000	   5.8782	   6.5473	   1.0530	  -0.0190
7200000000.0000	   5.8244	   6.5323	   1.0575	  -0.0204
7280000000.0000	   5.7883	   6.4735	   1.0586	  -0.0177
7360000000.0000	   5.7170	   6.4419	   1.0651	  -0.0183
7440000000.0000	   5.6912	   6.4057	   1.0635	  -0.0168
7520000000.0000	   5.6111	   6.3528	   1.0709	  -0.0126
7600000000.0000	   5.5722	   6.3314	   1.0717	  -0.0148
7680000000.0000	   5.5191	   6.2552	   1.0759	  -0.0077
7760000000.0000	   5.4361	   6.2369	   1.0821	  -0.0075
7840000000.0000	   5.4041	   6.1756	   1.0841	  -0.0037
7920000000.0000	   5.3084	   6.1313	   1.0925	  -0.0003
8000000000.0000	   5.2602	   6.1010	   1.0946	   0.0011
8080000000.0000	   5.1820	   6.0304	   1.1019	   0.0082
8160000000.0000	   5.1080	   5.9969	   1.1073	   0.0100
8240000000.0000	   5.0506	   5.9372	   1.1115	   0.0172
8320000000.0000	   4.9631	   5.8775	   1.1223	   0.0219
8400000000.0000	   4.8996	   5.8203	   1.1264	   0.0250
8480000000.0000	   4.8114	   5.7626	   1.1336	   0.0308
8560000000.0000	   4.7427	   5.7062	   1.1381	   0.0382
8640000000.0000	   4.6799	   5.6330	   1.1445	   0.0444
8720000000.0000	   4.5972	   5.5689	   1.1512	   0.0510
8800000000.0000	   4.5310	   5.5090	   1.1556	   0.0572
8880000000.0000	   4.4744	   5.4495	   1.1581	   0.0645
8960000000.0000	   4.4289	   5.3646	   1.1609	   0.0739
9040000000.0000	   4.3727	   5.3119	   1.1630	   0.0777
9120000000.0000	   4.3510	   5.2342	   1.1593	   0.0865
9200000000.0000	   4.3058	   5.1620	   1.1594	   0.0923
9280000000.0000	   4.3064	   5.1055	   1.1512	   0.0990
9360000000.0000	   4.2783	   5.0297	   1.1496	   0.1065
9440000000.0000	   4.2834	   4.9989	   1.1398	   0.1040
9520000000.0000	   4.3021	   4.9147	   1.1287	   0.1109
9600000000.0000	   4.3012	   4.8838	   1.1194	   0.1092
9680000000.0000	   4.3531	   4.8391	   1.1035	   0.1103
9760000000.0000	   4.3570	   4.7936	   1.0975	   0.1102
9840000000.0000	   4.3851	   4.7711	   1.0852	   0.1030
9920000000.0000	   4.4075	   4.7302	   1.0778	   0.1022
10000000000.0000	   4.4334	   4.7393	   1.0695	   0.0928
10080000000.0000	   4.4903	   4.7054	   1.0582	   0.0906
10160000000.0000	   4.4804	   4.6998	   1.0571	   0.0835
10240000000.0000	   4.5174	   4.6926	   1.0466	   0.0767
10320000000.0000	   4.5154	   4.6753	   1.0468	   0.0732
10400000000.0000	   4.5266	   4.6842	   1.0428	   0.0658
10480000000.0000	   4.5361	   4.6636	   1.0408	   0.0620
10560000000.0000	   4.5023	   4.6688	   1.0460	   0.0568
10640000000.0000	   4.4929	   4.6560	   1.0456	   0.0521
10720000000.0000	   4.4875	   4.6678	   1.0465	   0.0470
10800000000.0000	   4.4472	   4.6477	   1.0517	   0.0443
10880000000.0000	   4.4148	   4.6641	   1.0551	   0.0366
10960000000.0000	   4.3901	   4.6451	   1.0595	   0.0361
11040000000.0000	   4.3299	   4.6520	   1.0658	   0.0295
11120000000.0000	   4.3187	   4.6436	   1.0690	   0.0247
11200000000.0000	   4.2325	   4.6205	   1.0804	   0.0248
11280000000.0000	   4.1896	   4.6440	   1.0845	   0.0151
11360000000.0000	   4.1480	   4.6066	   1.0938	   0.0179
11440000000.0000	   4.0484	   4.6240	   1.1067	   0.0087
11520000000.0000	   4.0367	   4.6006	   1.1083	   0.0095
11600000000.0000	   3.9325	   4.5710	   1.1259	   0.0090
11680000000.0000	   3.8813	   4.5832	   1.1308	   0.0056
11760000000.0000	   3.8242	   4.4749	   1.1410	   0.0228
11840000000.0000	   3.7273	   4.4837	   1.1469	   0.0153
11920000000.0000	   3.7762	   4.4218	   1.1298	   0.0243
12000000000.0000	   3.7342	   4.3782	   1.1325	   0.0113
12080000000.0000	   3.7008	   4.4478	   1.1428	  -0.0136
12160000000.0000	   3.6399	   4.3882	   1.1611	  -0.0068
12240000000.0000	   3.5630	   4.3759	   1.1762	  -0.0090
12320000000.0000	   3.5389	   4.3201	   1.1839	  -0.0002
12400000000.0000	   3.4746	   4.2622	   1.1985	   0.0068
12480000000.0000	   3.4456	   4.2217	   1.2030	   0.0111
12560000000.0000	   3.4274	   4.1489	   1.2099	   0.0248
12640000000.0000	   3.3900	   4.0955	   1.2174	   0.0321
12720000000.0000	   3.3898	   4.0443	   1.2179	   0.0424
12800000000.0000	   3.3706	   3.9726	   1.2236	   0.0574
12880000000.0000	   3.3545	   3.9169	   1.2266	   0.0661
12960000000.0000	   3.3765	   3.8554	   1.2224	   0.0812
13040000000.0000	   3.3673	   3.7729	   1.2251	   0.0961
13120000000.0000	   3.3793	   3.7431	   1.2176	   0.1028
13200000000.0000	   3.4173	   3.6546	   1.2089	   0.1253
13280000000.0000	   3.4057	   3.6127	   1.2066	   0.1304
13360000000.0000	   3.4763	   3.5775	   1.1851	   0.1427
13440000000.0000	   3.4807	   3.4937	   1.1812	   0.1591
13520000000.0000	   3.5364	   3.5040	   1.1618	   0.1571
13600000000.0000	   3.6090	   3.4220	   1.1433	   0.1760
13680000000.0000	   3.6214	   3.4079	   1.1350	   0.1729
13760000000.0000	   3.7221	   3.3826	   1.1084	   0.1779
13840000000.0000	   3.7500	   3.3305	   1.0997	   0.1848
13920000000.0000	   3.8284	   3.3444	   1.0777	   0.1793
14000000000.0000	   3.8924	   3.2894	   1.0613	   0.1891
14080000000.0000	   3.9256	   3.3176	   1.0472	   0.1793
14160000000.0000	   4.0185	   3.2886	   1.0242	   0.1807
14240000000.0000	   4.0307	   3.2753	   1.0181	   0.1777
14320000000.0000	   4.1097	   3.2859	   0.9992	   0.1700
14400000000.0000	   4.1482	   3.2630	   0.9940	   0.1676
14480000000.0000	   4.1757	   3.2694	   0.9885	   0.1626
14560000000.0000	   4.1952	   3.2540	   0.9839	   0.1632
14640000000.0000	   4.2141	   3.2445	   0.9758	   0.1639
14720000000.0000	   4.2335	   3.2144	   0.9673	   0.1656
14800000000.0000	   4.2542	   3.2141	   0.9608	   0.1591
14880000000.0000	   4.2813	   3.1852	   0.9541	   0.1580
14960000000.0000	   4.2673	   3.1973	   0.9580	   0.1496
