frequency	e'	e''	u'	u''
2000000000.0000	   6.2234	   3.3709	   1.1877	   0.2839
2080000000.0000	   6.1358	   3.3363	   1.1850	   0.2827
2160000000.0000	   6.0625	   3.2976	   1.1944	   0.2723
2240000000.0000	   6.0003	   3.2514	   1.1934	   0.2792
2320000000.0000	   5.9099	   3.2318	   1.1988	   0.2616
2400000000.0000	   5.8744	   3.1996	   1.1896	   0.2569
2480000000.0000	   5.8085	   3.1622	   1.1807	   0.2607
2560000000.0000	   5.7618	   3.1354	   1.1826	   0.2506
2640000000.0000	   5.7294	   3.1030	   1.1543	   0.2579
2720000000.0000	   5.6697	   3.0790	   1.1624	   0.2525
2800000000.0000	   5.6691	   3.0548	   1.1341	   0.2456
2880000000.0000	   5.6221	   3.0178	   1.1262	   0.2518
2960000000.0000	   5.6063	   3.0049	   1.1116	   0.2400
3040000000.0000	   5.5800	   2.9644	   1.0973	   0.2478
3120000000.0000	   5.5448	   2.9593	   1.0918	   0.2377
3200000000.0000	   5.5380	   2.9373	   1.0634	   0.2310
3280000000.0000	   5.5090	   2.9168	   1.0563	   0.2400
3360000000.0000	   5.4896	   2.9088	   1.0407	   0.2272
3440000000.0000	   5.4591	   2.8892	   1.0234	   0.2267
3520000000.0000	   5.4457	   2.8865	   1.0117	   0.2207
3600000000.0000	   5.4163	   2.8642	   0.9988	   0.2161
3680000000.0000	   5.3805	   2.8561	   0.9979	   0.2077
3760000000.0000	   5.3522	   2.8553	   0.9846	   0.1954
3840000000.0000	   5.3192	   2.8403	   0.9777	   0.1924
3920000000.0000	   5.2891	   2.8329	   0.9681	   0.1866
4000000000.0000	   5.2437	   2.8251	   0.9737	   0.1825
4080000000.0000	   5.2127	   2.8219	   0.9705	   0.1710
4160000000.0000	   5.1712	   2.8075	   0.9716	   0.1660
4240000000.0000	   5.1347	   2.8020	   0.9756	   0.1644
4320000000.0000	   5.0887	   2.7844	   0.9799	   0.1621
4400000000.0000	   5.0391	   2.7782	   0.9929	   0.1605
4480000000.0000	   4.9965	   2.7704	   0.9961	   0.1559
4560000000.0000	   4.9442	   2.7606	   1.0086	   0.1605
4640000000.0000	   4.9064	   2.7552	   1.0179	   0.1576
4720000000.0000	   4.8541	   2.7400	   1.0321	   0.1649
4800000000.0000	   4.8130	   2.7486	   1.0424	   0.1606
4880000000.0000	   4.7736	   2.7258	   1.0515	   0.1672
