frequency	e'	e''	u'	u''
2000000000.0000	  21.5867	  15.6747	   1.0368	   0.2658
2080000000.0000	  21.1761	  15.5359	   1.0287	   0.2585
2160000000.0000	  20.8836	  15.4736	   1.0346	   0.2354
2240000000.0000	  20.5942	  15.3165	   1.0331	   0.2227
2320000000.0000	  20.2355	  15.2216	   1.0332	   0.2038
2400000000.0000	  20.0214	  15.1296	   1.0293	   0.1854
2480000000.0000	  19.6949	  15.0054	   1.0234	   0.1783
2560000000.0000	  19.4752	  14.9430	   1.0242	   0.1583
2640000000.0000	  19.1947	  14.8204	   1.0114	   0.1557
2720000000.0000	  18.9531	  14.7844	   1.0186	   0.1398
2800000000.0000	  18.7482	  14.6743	   1.0091	   0.1306
2880000000.0000	  18.4840	  14.6167	   1.0097	   0.1216
2960000000.0000	  18.3212	  14.5616	   1.0062	   0.1065
3040000000.0000	  18.0692	  14.4347	   1.0041	   0.1050
3120000000.0000	  17.8573	  14.4259	   1.0066	   0.0902
3200000000.0000	  17.6291	  14.2984	   0.9968	   0.0865
3280000000.0000	  17.3789	  14.3089	   1.0054	   0.0832
3360000000.0000	  17.2218	  14.2081	   0.9981	   0.0702
3440000000.0000	  16.8975	  14.0913	   0.9983	   0.0738
3520000000.0000	  16.7060	  14.0915	   1.0010	   0.0664
3600000000.0000	  16.4710	  13.9382	   1.0011	   0.0650
3680000000.0000	  16.2201	  13.8791	   1.0068	   0.0598
3760000000.0000	  15.9872	  13.7403	   1.0020	   0.0568
3840000000.0000	  15.7074	  13.6501	   1.0100	   0.0588
3920000000.0000	  15.5157	  13.5556	   1.0112	   0.0535
4000000000.0000	  15.2758	  13.3990	   1.0169	   0.0545
4080000000.0000	  15.0157	  13.3109	   1.0238	   0.0553
4160000000.0000	  14.8009	  13.1813	   1.0304	   0.0547
4240000000.0000	  14.6189	  13.0967	   1.0403	   0.0555
4320000000.0000	  14.4200	  12.9392	   1.0453	   0.0572
4400000000.0000	  14.2436	  12.8492	   1.0551	   0.0589
4480000000.0000	  14.0635	  12.7235	   1.0594	   0.0634
4560000000.0000	  13.8740	  12.6478	   1.0686	   0.0674
4640000000.0000	  13.7392	  12.5857	   1.0740	   0.0703
4720000000.0000	  13.5470	  12.5133	   1.0824	   0.0768
4800000000.0000	  13.4039	  12.5291	   1.0878	   0.0760
4880000000.0000	  13.2617	  12.4566	   1.0912	   0.0815
4960000000.0000	  13.0764	  12.4919	   1.0967	   0.0785
5040000000.0000	  12.9736	  12.4587	   1.0950	   0.0811
5120000000.0000	  12.7710	  12.4546	   1.1013	   0.0834
5200000000.0000	  12.6531	  12.4664	   1.0987	   0.0788
5280000000.0000	  12.4729	  12.4160	   1.1001	   0.0830
5360000000.0000	  12.3386	  12.4583	   1.0993	   0.0758
5440000000.0000	  12.2077	  12.4099	   1.0941	   0.0752
5520000000.0000	  12.0723	  12.4211	   1.0921	   0.0724
5600000000.0000	  11.9880	  12.3785	   1.0826	   0.0697
5680000000.0000	  11.8602	  12.3501	   1.0810	   0.0662
5760000000.0000	  11.7965	  12.3490	   1.0693	   0.0584
