frequency	e'	e''	u'	u''
2000000000.0000	  10.9380	  10.1327	   1.1071	   0.1285
2080000000.0000	  10.6727	   9.9930	   1.1040	   0.1327
2160000000.0000	  10.4652	   9.8823	   1.1105	   0.1270
2240000000.0000	  10.2680	   9.7340	   1.1104	   0.1312
2320000000.0000	  10.0400	   9.6210	   1.1095	   0.1257
2400000000.0000	   9.8983	   9.5073	   1.0994	   0.1236
2480000000.0000	   9.6969	   9.3822	   1.0906	   0.1283
2560000000.0000	   9.5523	   9.2935	   1.0845	   0.1193
2640000000.0000	   9.3892	   9.1783	   1.0639	   0.1251
2720000000.0000	   9.2331	   9.0985	   1.0634	   0.1166
2800000000.0000	   9.1195	   8.9967	   1.0461	   0.1126
2880000000.0000	   8.9536	   8.9115	   1.0404	   0.1098
2960000000.0000	   8.8510	   8.8416	   1.0299	   0.0971
3040000000.0000	   8.7092	   8.7258	   1.0230	   0.0983
3120000000.0000	   8.5739	   8.6754	   1.0198	   0.0848
3200000000.0000	   8.4627	   8.5724	   1.0038	   0.0808
3280000000.0000	   8.3212	   8.5166	   1.0063	   0.0802
3360000000.0000	   8.2278	   8.4346	   0.9955	   0.0667
3440000000.0000	   8.0694	   8.3313	   0.9914	   0.0692
3520000000.0000	   7.9622	   8.2870	   0.9892	   0.0620
3600000000.0000	   7.8450	   8.1733	   0.9851	   0.0601
3680000000.0000	   7.7045	   8.0996	   0.9888	   0.0539
3760000000.0000	   7.5930	   8.0020	   0.9818	   0.0487
3840000000.0000	   7.4566	   7.9111	   0.9858	   0.0506
3920000000.0000	   7.3473	   7.8330	   0.9859	   0.0452
4000000000.0000	   7.2254	   7.7253	   0.9907	   0.0447
4080000000.0000	   7.1042	   7.6449	   0.9945	   0.0444
4160000000.0000	   6.9931	   7.5464	   0.9985	   0.0435
4240000000.0000	   6.8927	   7.4659	   1.0060	   0.0459
4320000000.0000	   6.7882	   7.3635	   1.0107	   0.0470
4400000000.0000	   6.6882	   7.2838	   1.0182	   0.0480
4480000000.0000	   6.5907	   7.1948	   1.0212	   0.0514
4560000000.0000	   6.4858	   7.1201	   1.0291	   0.0548
4640000000.0000	   6.4080	   7.0478	   1.0336	   0.0567
4720000000.0000	   6.3041	   6.9686	   1.0409	   0.0625
4800000000.0000	   6.2291	   6.9311	   1.0450	   0.0611
4880000000.0000	   6.1530	   6.8479	   1.0492	   0.0667
4960000000.0000	   6.0622	   6.8174	   1.0537	   0.0635
5040000000.0000	   6.0158	   6.7566	   1.0521	   0.0668
5120000000.0000	   5.9209	   6.7078	   1.0588	   0.0698
5200000000.0000	   5.8680	   6.6755	   1.0568	   0.0649
5280000000.0000	   5.7978	   6.6179	   1.0581	   0.0691
5360000000.0000	   5.7355	   6.5994	   1.0579	   0.0622
5440000000.0000	   5.6800	   6.5505	   1.0533	   0.0618
5520000000.0000	   5.6176	   6.5323	   1.0532	   0.0596
5600000000.0000	   5.5789	   6.4959	   1.0453	   0.0559
5680000000.0000	   5.5176	   6.4500	   1.0467	   0.0542
5760000000.0000	   5.4728	   6.4341	   1.0383	   0.0474
5840000000.0000	   5.4234	   6.3903	   1.0346	   0.0450
5920000000.0000	   5.3813	   6.3704	   1.0326	   0.0388
6000000000.0000	   5.3496	   6.3191	   1.0257	   0.0327
6080000000.0000	   5.2874	   6.2990	   1.0227	   0.0268
6160000000.0000	   5.2810	   6.2603	   1.0162	   0.0238
6240000000.0000	   5.2248	   6.2146	   1.0173	   0.0173
6320000000.0000	   5.1983	   6.1816	   1.0116	   0.0100
6400000000.0000	   5.1585	   6.1352	   1.0086	   0.0079
6480000000.0000	   5.1313	   6.0992	   1.0079	   0.0008
6560000000.0000	   5.1088	   6.0389	   1.0045	  -0.0020
6640000000.0000	   5.0572	   6.0068	   1.0046	  -0.0076
6720000000.0000	   5.0400	   5.9585	   1.0015	  -0.0090
6800000000.0000	   5.0035	   5.9222	   1.0027	  -0.0126
6880000000.0000	   4.9775	   5.8692	   1.0017	  -0.0152
6960000000.0000	   4.9422	   5.8217	   1.0031	  -0.0164
7040000000.0000	   4.9239	   5.7888	   1.0023	  -0.0206
7120000000.0000	   4.8945	   5.7220	   1.0020	  -0.0194
7200000000.0000	   4.8622	   5.6945	   1.0049	  -0.0220
7280000000.0000	   4.8468	   5.6316	   1.0039	  -0.0204
7360000000.0000	   4.7997	   5.5923	   1.0086	  -0.0219
7440000000.0000	   4.7951	   5.5514	   1.0060	  -0.0216
7520000000.0000	   4.7471	   5.4962	   1.0107	  -0.0191
7600000000.0000	   4.7305	   5.4693	   1.0106	  -0.0222
7680000000.0000	   4.7063	   5.3966	   1.0124	  -0.0169
7760000000.0000	   4.6572	   5.3694	   1.0166	  -0.0172
7840000000.0000	   4.6535	   5.3149	   1.0164	  -0.0153
7920000000.0000	   4.5959	   5.2733	   1.0218	  -0.0132
8000000000.0000	   4.5814	   5.2461	   1.0212	  -0.0132
8080000000.0000	   4.5430	   5.1851	   1.0252	  -0.0082
8160000000.0000	   4.5059	   5.1628	   1.0274	  -0.0092
8240000000.0000	   4.4866	   5.1147	   1.0280	  -0.0043
8320000000.0000	   4.4397	   5.0762	   1.0349	  -0.0032
8400000000.0000	   4.4113	   5.0433	   1.0355	  -0.0035
8480000000.0000	   4.3647	   5.0112	   1.0391	  -0.0021
8560000000.0000	   4.3295	   4.9811	   1.0400	   0.0007
8640000000.0000	   4.2949	   4.9466	   1.0436	   0.0007
8720000000.0000	   4.2456	   4.9213	   1.0472	   0.0009
8800000000.0000	   4.2043	   4.8983	   1.0496	   0.0005
8880000000.0000	   4.1676	   4.8820	   1.0503	  -0.0001
8960000000.0000	   4.1355	   4.8418	   1.0527	   0.0012
9040000000.0000	   4.0890	   4.8394	   1.0555	  -0.0033
9120000000.0000	   4.0650	   4.8116	   1.0549	  -0.0037
9200000000.0000	   4.0143	   4.7893	   1.0580	  -0.0073
9280000000.0000	   3.9990	   4.7786	   1.0555	  -0.0082
9360000000.0000	   3.9495	   4.7504	   1.0605	  -0.0090
9440000000.0000	   3.9279	   4.7580	   1.0584	  -0.0174
9520000000.0000	   3.9112	   4.7076	   1.0570	  -0.0153
9600000000.0000	   3.8719	   4.7040	   1.0576	  -0.0206
9680000000.0000	   3.8810	   4.6801	   1.0523	  -0.0208
9760000000.0000	   3.8437	   4.6454	   1.0562	  -0.0215
9840000000.0000	   3.8310	   4.6304	   1.0526	  -0.0264
9920000000.0000	   3.8140	   4.5863	   1.0537	  -0.0239
10000000000.0000	   3.8009	   4.5869	   1.0528	  -0.0295
10080000000.0000	   3.8222	   4.5435	   1.0487	  -0.0271
10160000000.0000	   3.7835	   4.5224	   1.0525	  -0.0294
10240000000.0000	   3.7967	   4.4956	   1.0465	  -0.0307
10320000000.0000	   3.7764	   4.4581	   1.0496	  -0.0287
10400000000.0000	   3.7713	   4.4404	   1.0481	  -0.0306
10480000000.0000	   3.7732	   4.4015	   1.0474	  -0.0295
10560000000.0000	   3.7405	   4.3811	   1.0526	  -0.0300
10640000000.0000	   3.7277	   4.3472	   1.0524	  -0.0297
10720000000.0000	   3.7210	   4.3298	   1.0534	  -0.0298
10800000000.0000	   3.6925	   4.2927	   1.0572	  -0.0291
10880000000.0000	   3.6720	   4.2865	   1.0583	  -0.0326
10960000000.0000	   3.6584	   4.2517	   1.0611	  -0.0299
11040000000.0000	   3.6199	   4.2356	   1.0649	  -0.0333
