frequency	e'	e''	u'	u''
2000000000.0000	   5.5023	   1.7281	   1.6421	  -1.3173
2080000000.0000	   5.4549	   1.7500	   1.4590	  -1.2954
2160000000.0000	   5.4213	   1.7605	   1.3023	  -1.2671
2240000000.0000	   5.3829	   1.7712	  -1.1648	   1.2488
2320000000.0000	   5.3378	   1.8044	  -1.0488	   1.2141
2400000000.0000	   5.3239	   1.8179	  -0.9572	   1.1858
2480000000.0000	   5.2847	   1.8441	  -0.8738	   1.1608
2560000000.0000	   5.2621	   1.8686	  -0.8026	   1.1201
2640000000.0000	   5.2377	   1.8884	  -0.7538	   1.0927
2720000000.0000	   5.1980	   1.9267	  -0.6892	   1.0510
2800000000.0000	   5.1937	   1.9466	  -0.6582	   1.0038
2880000000.0000	   5.1477	   1.9728	  -0.6115	   0.9680
2960000000.0000	   5.1306	   2.0080	  -0.5785	   0.9074
3040000000.0000	   5.0911	   2.0189	  -0.5420	   0.8691
3120000000.0000	   5.0479	   2.0642	  -0.4960	   0.8112
3200000000.0000	   5.0226	   2.0799	  -0.4728	   0.7558
3280000000.0000	   4.9708	   2.1028	  -0.4274	   0.7167
3360000000.0000	   4.9339	   2.1309	  -0.3945	   0.6583
3440000000.0000	   4.8800	   2.1386	  -0.3543	   0.6184
3520000000.0000	   4.8384	   2.1620	  -0.3104	   0.5697
3600000000.0000	   4.7889	   2.1574	  -0.2734	   0.5302
3680000000.0000	   4.7294	   2.1663	  -0.2210	   0.4946
3760000000.0000	   4.6883	   2.1750	  -0.1836	   0.4548
3840000000.0000	   4.6356	   2.1639	  -0.1393	   0.4294
3920000000.0000	   4.5921	   2.1652	  -0.0974	   0.4026
4000000000.0000	   4.5478	   2.1533	  -0.0520	   0.3841
4080000000.0000	   4.5115	   2.1512	  -0.0084	   0.3646
4160000000.0000	   4.4792	   2.1429	   0.0273	   0.3477
4240000000.0000	   4.4489	   2.1384	   0.0636	   0.3416
4320000000.0000	   4.4166	   2.1430	   0.0967	   0.3314
4400000000.0000	   4.3840	   2.1518	   0.1271	   0.3218
4480000000.0000	   4.3440	   2.1719	   0.1511	   0.3091
4560000000.0000	   4.2961	   2.1959	   0.1784	   0.2969
4640000000.0000	   4.2472	   2.2119	   0.2062	   0.2774
4720000000.0000	   4.1795	   2.2285	   0.2393	   0.2643
4800000000.0000	   4.1227	   2.2448	   0.2710	   0.2407
4880000000.0000	   4.0553	   2.2380	   0.3058	   0.2308
4960000000.0000	   3.9920	   2.2471	   0.3418	   0.2122
5040000000.0000	   3.9455	   2.2291	   0.3707	   0.2042
5120000000.0000	   3.8788	   2.2229	   0.4117	   0.2000
5200000000.0000	   3.8392	   2.2127	   0.4386	   0.1859
5280000000.0000	   3.7951	   2.1895	   0.4701	   0.1889
5360000000.0000	   3.7564	   2.1845	   0.4978	   0.1767
5440000000.0000	   3.7276	   2.1625	   0.5146	   0.1754
5520000000.0000	   3.6915	   2.1575	   0.5412	   0.1779
5600000000.0000	   3.6804	   2.1482	   0.5534	   0.1721
5680000000.0000	   3.6530	   2.1258	   0.5748	   0.1746
5760000000.0000	   3.6299	   2.1355	   0.5843	   0.1662
5840000000.0000	   3.6120	   2.1215	   0.5923	   0.1662
5920000000.0000	   3.5948	   2.1234	   0.6097	   0.1597
6000000000.0000	   3.5741	   2.1060	   0.6129	   0.1516
6080000000.0000	   3.5473	   2.1037	   0.6241	   0.1466
6160000000.0000	   3.5368	   2.0950	   0.6318	   0.1437
6240000000.0000	   3.5173	   2.0763	   0.6437	   0.1370
6320000000.0000	   3.5005	   2.0671	   0.6511	   0.1296
6400000000.0000	   3.4892	   2.0534	   0.6544	   0.1280
6480000000.0000	   3.4759	   2.0378	   0.6665	   0.1232
6560000000.0000	   3.4617	   2.0227	   0.6739	   0.1204
6640000000.0000	   3.4485	   2.0185	   0.6797	   0.1143
6720000000.0000	   3.4423	   2.0050	   0.6852	   0.1137
6800000000.0000	   3.4280	   1.9947	   0.6926	   0.1121
6880000000.0000	   3.4153	   1.9843	   0.6984	   0.1088
6960000000.0000	   3.3995	   1.9702	   0.7067	   0.1089
7040000000.0000	   3.3928	   1.9648	   0.7108	   0.1037
7120000000.0000	   3.3739	   1.9421	   0.7146	   0.1079
7200000000.0000	   3.3643	   1.9382	   0.7230	   0.1051
7280000000.0000	   3.3545	   1.9136	   0.7212	   0.1074
7360000000.0000	   3.3287	   1.9001	   0.7296	   0.1073
7440000000.0000	   3.3297	   1.8891	   0.7247	   0.1047
7520000000.0000	   3.3104	   1.8627	   0.7276	   0.1098
7600000000.0000	   3.3034	   1.8564	   0.7287	   0.1009
7680000000.0000	   3.2995	   1.8281	   0.7259	   0.1007
7760000000.0000	   3.2858	   1.8236	   0.7338	   0.0943
7840000000.0000	   3.2929	   1.8037	   0.7345	   0.0847
7920000000.0000	   3.2724	   1.7906	   0.7432	   0.0825
8000000000.0000	   3.2709	   1.7942	   0.7514	   0.0726
8080000000.0000	   3.2657	   1.7729	   0.7580	   0.0720
8160000000.0000	   3.2473	   1.7727	   0.7713	   0.0697
8240000000.0000	   3.2467	   1.7658	   0.7779	   0.0686
8320000000.0000	   3.2315	   1.7532	   0.7931	   0.0703
8400000000.0000	   3.2199	   1.7505	   0.8021	   0.0666
8480000000.0000	   3.2099	   1.7394	   0.8077	   0.0696
8560000000.0000	   3.1924	   1.7381	   0.8166	   0.0754
8640000000.0000	   3.1821	   1.7298	   0.8259	   0.0748
