frequency	e'	e''	u'	u''
2000000000.0000	   5.0935	   3.6126	   1.2635	   0.0949
2080000000.0000	   5.0136	   3.5458	   1.2664	   0.0943
2160000000.0000	   4.9433	   3.4840	   1.2720	   0.0928
2240000000.0000	   4.8802	   3.4233	   1.2718	   0.0924
2320000000.0000	   4.8145	   3.3643	   1.2745	   0.0941
2400000000.0000	   4.7624	   3.3145	   1.2750	   0.0947
2480000000.0000	   4.7088	   3.2591	   1.2736	   0.0970
2560000000.0000	   4.6625	   3.2069	   1.2752	   0.0994
2640000000.0000	   4.6158	   3.1620	   1.2691	   0.1035
2720000000.0000	   4.5714	   3.1181	   1.2683	   0.1060
2800000000.0000	   4.5379	   3.0759	   1.2655	   0.1086
2880000000.0000	   4.5018	   3.0377	   1.2606	   0.1107
2960000000.0000	   4.4682	   3.0015	   1.2559	   0.1110
3040000000.0000	   4.4410	   2.9680	   1.2508	   0.1128
3120000000.0000	   4.4108	   2.9399	   1.2454	   0.1131
3200000000.0000	   4.3835	   2.9132	   1.2384	   0.1120
3280000000.0000	   4.3585	   2.8901	   1.2320	   0.1117
3360000000.0000	   4.3352	   2.8719	   1.2237	   0.1110
3440000000.0000	   4.3123	   2.8487	   1.2179	   0.1093
3520000000.0000	   4.2913	   2.8327	   1.2117	   0.1059
3600000000.0000	   4.2673	   2.8182	   1.2038	   0.1029
3680000000.0000	   4.2482	   2.8052	   1.1992	   0.0986
3760000000.0000	   4.2251	   2.7927	   1.1917	   0.0950
3840000000.0000	   4.2006	   2.7824	   1.1850	   0.0899
3920000000.0000	   4.1769	   2.7758	   1.1775	   0.0851
4000000000.0000	   4.1550	   2.7686	   1.1745	   0.0814
4080000000.0000	   4.1319	   2.7617	   1.1690	   0.0752
4160000000.0000	   4.1058	   2.7540	   1.1651	   0.0688
4240000000.0000	   4.0802	   2.7536	   1.1607	   0.0649
4320000000.0000	   4.0552	   2.7454	   1.1568	   0.0596
4400000000.0000	   4.0262	   2.7398	   1.1559	   0.0548
4480000000.0000	   3.9970	   2.7357	   1.1512	   0.0491
4560000000.0000	   3.9643	   2.7307	   1.1501	   0.0463
4640000000.0000	   3.9321	   2.7252	   1.1490	   0.0406
4720000000.0000	   3.8976	   2.7187	   1.1480	   0.0371
4800000000.0000	   3.8595	   2.7150	   1.1483	   0.0321
4880000000.0000	   3.8237	   2.7044	   1.1482	   0.0279
4960000000.0000	   3.7819	   2.6962	   1.1491	   0.0233
5040000000.0000	   3.7440	   2.6811	   1.1508	   0.0185
5120000000.0000	   3.7017	   2.6657	   1.1536	   0.0158
5200000000.0000	   3.6597	   2.6465	   1.1547	   0.0120
5280000000.0000	   3.6249	   2.6186	   1.1604	   0.0090
5360000000.0000	   3.5895	   2.5910	   1.1646	   0.0060
5440000000.0000	   3.5544	   2.5633	   1.1675	   0.0050
5520000000.0000	   3.5271	   2.5363	   1.1717	   0.0070
5600000000.0000	   3.5047	   2.5059	   1.1756	   0.0079
5680000000.0000	   3.4857	   2.4732	   1.1815	   0.0067
5760000000.0000	   3.4685	   2.4506	   1.1805	   0.0095
5840000000.0000	   3.4541	   2.4271	   1.1833	   0.0123
5920000000.0000	   3.4493	   2.4036	   1.1891	   0.0134
