frequency	e'	e''	u'	u''
2000000000.0000	   3.8262	   1.7410	   1.1126	   0.2290
2080000000.0000	   3.7986	   1.7250	   1.1090	   0.2283
2160000000.0000	   3.7734	   1.7087	   1.1165	   0.2212
2240000000.0000	   3.7524	   1.6863	   1.1200	   0.2253
2320000000.0000	   3.7140	   1.6824	   1.1265	   0.2157
2400000000.0000	   3.7043	   1.6659	   1.1242	   0.2146
2480000000.0000	   3.6779	   1.6464	   1.1245	   0.2220
2560000000.0000	   3.6595	   1.6337	   1.1276	   0.2197
2640000000.0000	   3.6533	   1.6127	   1.1112	   0.2307
2720000000.0000	   3.6266	   1.5993	   1.1167	   0.2346
2800000000.0000	   3.6429	   1.5858	   1.0956	   0.2390
2880000000.0000	   3.6298	   1.5642	   1.0860	   0.2525
2960000000.0000	   3.6383	   1.5578	   1.0690	   0.2527
3040000000.0000	   3.6401	   1.5382	   1.0502	   0.2636
3120000000.0000	   3.6378	   1.5414	   1.0346	   0.2604
3200000000.0000	   3.6531	   1.5383	   1.0027	   0.2581
3280000000.0000	   3.6539	   1.5360	   0.9847	   0.2615
3360000000.0000	   3.6580	   1.5500	   0.9611	   0.2486
3440000000.0000	   3.6547	   1.5587	   0.9382	   0.2389
3520000000.0000	   3.6554	   1.5788	   0.9193	   0.2235
3600000000.0000	   3.6416	   1.5913	   0.9036	   0.2074
3680000000.0000	   3.6204	   1.6142	   0.8980	   0.1867
3760000000.0000	   3.5984	   1.6394	   0.8885	   0.1624
3840000000.0000	   3.5656	   1.6538	   0.8867	   0.1440
3920000000.0000	   3.5308	   1.6697	   0.8870	   0.1256
4000000000.0000	   3.4817	   1.6808	   0.9011	   0.1105
4080000000.0000	   3.4401	   1.6897	   0.9097	   0.0933
4160000000.0000	   3.3895	   1.6840	   0.9234	   0.0826
4240000000.0000	   3.3417	   1.6794	   0.9400	   0.0797
4320000000.0000	   3.2912	   1.6616	   0.9578	   0.0778
4400000000.0000	   3.2393	   1.6459	   0.9788	   0.0792
4480000000.0000	   3.1973	   1.6249	   0.9915	   0.0816
4560000000.0000	   3.1520	   1.6008	   1.0086	   0.0922
4640000000.0000	   3.1219	   1.5756	   1.0201	   0.0997
4720000000.0000	   3.0869	   1.5453	   1.0327	   0.1139
4800000000.0000	   3.0653	   1.5284	   1.0393	   0.1210
4880000000.0000	   3.0468	   1.4955	   1.0429	   0.1351
4960000000.0000	   3.0289	   1.4840	   1.0444	   0.1416
5040000000.0000	   3.0273	   1.4607	   1.0384	   0.1517
5120000000.0000	   3.0128	   1.4478	   1.0395	   0.1595
5200000000.0000	   3.0119	   1.4432	   1.0300	   0.1578
5280000000.0000	   3.0117	   1.4317	   1.0234	   0.1613
