frequency	e'	e''	u'	u''
2000000000.0000	   4.1477	   1.8367	   1.2001	   0.1741
2080000000.0000	   4.0969	   1.8368	   1.2025	   0.1660
2160000000.0000	   4.0563	   1.8053	   1.2069	   0.1694
2240000000.0000	   4.0042	   1.7860	   1.2252	   0.1724
2320000000.0000	   3.9621	   1.7828	   1.2227	   0.1629
2400000000.0000	   3.9338	   1.7528	   1.2233	   0.1739
2480000000.0000	   3.8972	   1.7488	   1.2240	   0.1747
2560000000.0000	   3.8773	   1.7227	   1.2152	   0.1775
2640000000.0000	   3.8466	   1.7073	   1.2065	   0.1876
2720000000.0000	   3.8216	   1.7046	   1.2035	   0.1823
2800000000.0000	   3.8200	   1.6807	   1.1832	   0.1932
2880000000.0000	   3.7901	   1.6763	   1.1834	   0.1943
2960000000.0000	   3.7941	   1.6625	   1.1574	   0.1903
3040000000.0000	   3.7676	   1.6410	   1.1580	   0.2034
3120000000.0000	   3.7583	   1.6548	   1.1471	   0.1888
3200000000.0000	   3.7571	   1.6301	   1.1222	   0.1942
3280000000.0000	   3.7346	   1.6344	   1.1241	   0.1971
3360000000.0000	   3.7392	   1.6324	   1.0989	   0.1889
3440000000.0000	   3.7125	   1.6212	   1.0956	   0.1953
3520000000.0000	   3.7144	   1.6393	   1.0814	   0.1816
3600000000.0000	   3.7002	   1.6163	   1.0648	   0.1861
3680000000.0000	   3.6721	   1.6312	   1.0721	   0.1786
3760000000.0000	   3.6742	   1.6374	   1.0475	   0.1647
3840000000.0000	   3.6448	   1.6260	   1.0469	   0.1682
3920000000.0000	   3.6303	   1.6476	   1.0378	   0.1537
4000000000.0000	   3.6123	   1.6343	   1.0346	   0.1545
4080000000.0000	   3.5827	   1.6504	   1.0404	   0.1431
4160000000.0000	   3.5730	   1.6528	   1.0292	   0.1296
4240000000.0000	   3.5412	   1.6449	   1.0353	   0.1351
4320000000.0000	   3.5148	   1.6606	   1.0420	   0.1215
4400000000.0000	   3.4936	   1.6496	   1.0424	   0.1193
4480000000.0000	   3.4542	   1.6564	   1.0557	   0.1153
