frequency	e'	e''	u'	u''
2000000000.0000	   5.2185	   1.8849	   1.7497	  -0.7472
2080000000.0000	   5.1469	   1.8965	   1.5302	  -0.7157
2160000000.0000	   5.0897	   1.8928	   1.3334	  -0.6809
2240000000.0000	   5.0294	   1.8841	   1.1549	  -0.6584
2320000000.0000	   4.9629	   1.8976	   0.9964	  -0.6266
2400000000.0000	   4.9281	   1.8881	   0.8621	  -0.6036
2480000000.0000	   4.8738	   1.8864	   0.7370	  -0.5899
2560000000.0000	   4.8343	   1.8830	   0.6231	  -0.5648
2640000000.0000	   4.7987	   1.8704	  -0.5344	   0.5558
2720000000.0000	   4.7506	   1.8737	  -0.4308	   0.5378
2800000000.0000	   4.7426	   1.8599	  -0.3629	   0.5203
2880000000.0000	   4.6993	   1.8503	  -0.2849	   0.5169
2960000000.0000	   4.6889	   1.8497	  -0.2224	   0.4954
3040000000.0000	   4.6611	   1.8278	  -0.1623	   0.4935
3120000000.0000	   4.6328	   1.8397	  -0.1003	   0.4759
3200000000.0000	   4.6258	   1.8292	  -0.0650	   0.4617
3280000000.0000	   4.5971	   1.8242	  -0.0118	   0.4623
3360000000.0000	   4.5844	   1.8291	   0.0247	   0.4426
3440000000.0000	   4.5580	   1.8216	   0.0618	   0.4401
3520000000.0000	   4.5461	   1.8301	   0.0991	   0.4269
3600000000.0000	   4.5241	   1.8184	   0.1286	   0.4195
3680000000.0000	   4.4923	   1.8251	   0.1699	   0.4113
3760000000.0000	   4.4754	   1.8323	   0.1921	   0.3951
3840000000.0000	   4.4462	   1.8262	   0.2230	   0.3914
3920000000.0000	   4.4199	   1.8370	   0.2487	   0.3823
4000000000.0000	   4.3897	   1.8349	   0.2818	   0.3777
4080000000.0000	   4.3609	   1.8448	   0.3116	   0.3684
4160000000.0000	   4.3305	   1.8441	   0.3374	   0.3590
4240000000.0000	   4.2975	   1.8447	   0.3673	   0.3604
4320000000.0000	   4.2593	   1.8479	   0.3977	   0.3570
4400000000.0000	   4.2220	   1.8480	   0.4274	   0.3571
4480000000.0000	   4.1803	   1.8507	   0.4543	   0.3570
4560000000.0000	   4.1373	   1.8551	   0.4822	   0.3624
4640000000.0000	   4.1018	   1.8523	   0.5078	   0.3656
4720000000.0000	   4.0541	   1.8512	   0.5360	   0.3753
4800000000.0000	   4.0195	   1.8553	   0.5553	   0.3767
4880000000.0000	   3.9777	   1.8404	   0.5748	   0.3904
4960000000.0000	   3.9368	   1.8479	   0.5900	   0.3918
5040000000.0000	   3.9117	   1.8296	   0.5949	   0.4019
5120000000.0000	   3.8683	   1.8243	   0.6104	   0.4114
5200000000.0000	   3.8454	   1.8174	   0.6078	   0.4058
5280000000.0000	   3.8195	   1.7970	   0.6117	   0.4122
5360000000.0000	   3.7987	   1.7960	   0.6115	   0.3992
5440000000.0000	   3.7849	   1.7794	   0.6024	   0.3934
5520000000.0000	   3.7664	   1.7793	   0.6072	   0.3881
5600000000.0000	   3.7679	   1.7740	   0.5994	   0.3720
5680000000.0000	   3.7547	   1.7565	   0.6046	   0.3629
5760000000.0000	   3.7477	   1.7691	   0.6010	   0.3432
5840000000.0000	   3.7449	   1.7590	   0.5984	   0.3328
5920000000.0000	   3.7468	   1.7642	   0.6072	   0.3163
6000000000.0000	   3.7449	   1.7564	   0.6012	   0.2996
6080000000.0000	   3.7390	   1.7629	   0.6052	   0.2852
