frequency	e'	e''	u'	u''
2000000000.0000	   5.1237	   2.6544	   1.9706	   0.4792
2080000000.0000	   5.0589	   2.6564	   1.9902	   0.4807
2160000000.0000	   5.0092	   2.6463	   2.0114	   0.4845
2240000000.0000	   4.9503	   2.6423	   2.0357	   0.5013
2320000000.0000	   4.8855	   2.6676	   2.0535	   0.4986
2400000000.0000	   4.8335	   2.6772	   2.0627	   0.5018
2480000000.0000	   4.7473	   2.6896	   2.0954	   0.4964
2560000000.0000	   4.6829	   2.6861	   2.1411	   0.4932
2640000000.0000	   4.6172	   2.6810	   2.1844	   0.5190
2720000000.0000	   4.5427	   2.6943	   2.2504	   0.5374
2800000000.0000	   4.5014	   2.6971	   2.2973	   0.5779
2880000000.0000	   4.4140	   2.7084	   2.3724	   0.6294
2960000000.0000	   4.3501	   2.7265	   2.4337	   0.6814
3040000000.0000	   4.2527	   2.7220	   2.5218	   0.7739
3120000000.0000	   4.1428	   2.7481	   2.6136	   0.8631
3200000000.0000	   4.0347	   2.7326	   2.6921	   1.0019
3280000000.0000	   3.8874	   2.7123	   2.8003	   1.1866
3360000000.0000	   3.7533	   2.6678	   2.8731	   1.4150
3440000000.0000	   3.5956	   2.5723	   2.9253	   1.7303
3520000000.0000	   3.4669	   2.4677	   2.8969	   2.1010
3600000000.0000	   3.3612	   2.3000	   2.7328	   2.5472
3680000000.0000	   3.2782	   2.1275	   2.4145	   2.9689
3760000000.0000	   3.2676	   1.9494	   1.8909	   3.2703
3840000000.0000	   3.2854	   1.7670	   1.2794	   3.3793
3920000000.0000	   3.3470	   1.6339	   0.6957	   3.2455
4000000000.0000	   3.4283	   1.5228	   0.2427	   2.9605
4080000000.0000	   3.5130	   1.4541	  -0.0509	   2.5976
4160000000.0000	   3.5973	   1.4116	  -0.2174	   2.2394
4240000000.0000	   3.6658	   1.3875	  -0.2840	   1.9289
4320000000.0000	   3.7225	   1.3872	  -0.2865	   1.6607
4400000000.0000	   3.7671	   1.3889	  -0.2559	   1.4389
4480000000.0000	   3.7987	   1.4038	  -0.2076	   1.2574
4560000000.0000	   3.8211	   1.4255	  -0.1476	   1.1115
4640000000.0000	   3.8420	   1.4408	  -0.0867	   0.9879
4720000000.0000	   3.8438	   1.4642	  -0.0187	   0.8924
4800000000.0000	   3.8560	   1.4904	   0.0380	   0.8001
4880000000.0000	   3.8511	   1.5031	   0.0972	   0.7369
4960000000.0000	   3.8456	   1.5376	   0.1517	   0.6696
5040000000.0000	   3.8502	   1.5461	   0.1947	   0.6224
5120000000.0000	   3.8310	   1.5727	   0.2498	   0.5832
5200000000.0000	   3.8304	   1.5954	   0.2850	   0.5362
5280000000.0000	   3.8177	   1.6032	   0.3257	   0.5109
5360000000.0000	   3.8065	   1.6322	   0.3612	   0.4718
5440000000.0000	   3.7989	   1.6400	   0.3828	   0.4463
5520000000.0000	   3.7815	   1.6653	   0.4175	   0.4272
5600000000.0000	   3.7832	   1.6819	   0.4339	   0.3987
5680000000.0000	   3.7649	   1.6827	   0.4614	   0.3834
5760000000.0000	   3.7519	   1.7148	   0.4769	   0.3572
5840000000.0000	   3.7414	   1.7177	   0.4900	   0.3420
5920000000.0000	   3.7302	   1.7373	   0.5143	   0.3225
6000000000.0000	   3.7136	   1.7392	   0.5207	   0.3010
6080000000.0000	   3.6874	   1.7507	   0.5375	   0.2847
6160000000.0000	   3.6712	   1.7528	   0.5521	   0.2708
6240000000.0000	   3.6501	   1.7317	   0.5715	   0.2556
6320000000.0000	   3.6443	   1.7141	   0.5879	   0.2456
6400000000.0000	   3.6576	   1.7043	   0.5936	   0.2440
6480000000.0000	   3.6661	   1.7054	   0.6044	   0.2394
6560000000.0000	   3.6627	   1.7155	   0.6087	   0.2335
6640000000.0000	   3.6542	   1.7319	   0.6096	   0.2225
6720000000.0000	   3.6488	   1.7355	   0.6099	   0.2154
6800000000.0000	   3.6371	   1.7435	   0.6118	   0.2037
6880000000.0000	   3.6253	   1.7446	   0.6159	   0.1890
6960000000.0000	   3.6090	   1.7490	   0.6240	   0.1769
7040000000.0000	   3.6051	   1.7574	   0.6294	   0.1593
7120000000.0000	   3.5855	   1.7512	   0.6366	   0.1524
7200000000.0000	   3.5766	   1.7653	   0.6499	   0.1385
7280000000.0000	   3.5654	   1.7557	   0.6543	   0.1304
7360000000.0000	   3.5361	   1.7642	   0.6710	   0.1218
7440000000.0000	   3.5325	   1.7707	   0.6746	   0.1101
7520000000.0000	   3.5030	   1.7642	   0.6883	   0.1100
7600000000.0000	   3.4863	   1.7768	   0.7011	   0.0964
7680000000.0000	   3.4682	   1.7611	   0.7090	   0.0972
7760000000.0000	   3.4382	   1.7698	   0.7263	   0.0934
7840000000.0000	   3.4348	   1.7591	   0.7323	   0.0869
7920000000.0000	   3.4000	   1.7558	   0.7461	   0.0896
8000000000.0000	   3.3820	   1.7670	   0.7566	   0.0821
8080000000.0000	   3.3624	   1.7490	   0.7642	   0.0843
