frequency	e'	e''	u'	u''
2000000000.0000	   7.4323	   9.9454	   1.1709	   0.1772
2080000000.0000	   7.2302	   9.7238	   1.1655	   0.1726
2160000000.0000	   7.0640	   9.5240	   1.1712	   0.1600
2240000000.0000	   6.9082	   9.3183	   1.1749	   0.1568
2320000000.0000	   6.7346	   9.1308	   1.1746	   0.1424
2400000000.0000	   6.6200	   8.9571	   1.1717	   0.1361
2480000000.0000	   6.4695	   8.7778	   1.1681	   0.1349
2560000000.0000	   6.3614	   8.6281	   1.1664	   0.1220
2640000000.0000	   6.2439	   8.4569	   1.1555	   0.1282
2720000000.0000	   6.1245	   8.3274	   1.1605	   0.1181
2800000000.0000	   6.0581	   8.1792	   1.1464	   0.1164
2880000000.0000	   5.9397	   8.0409	   1.1470	   0.1158
2960000000.0000	   5.8786	   7.9315	   1.1379	   0.1061
3040000000.0000	   5.7893	   7.7780	   1.1338	   0.1118
3120000000.0000	   5.7008	   7.6885	   1.1318	   0.1008
3200000000.0000	   5.6425	   7.5567	   1.1148	   0.1005
3280000000.0000	   5.5472	   7.4605	   1.1185	   0.1049
3360000000.0000	   5.4959	   7.3609	   1.1074	   0.0939
3440000000.0000	   5.4075	   7.2348	   1.1015	   0.1001
3520000000.0000	   5.3420	   7.1650	   1.0980	   0.0962
3600000000.0000	   5.2829	   7.0440	   1.0912	   0.0958
3680000000.0000	   5.1948	   6.9560	   1.0926	   0.0930
3760000000.0000	   5.1339	   6.8655	   1.0818	   0.0877
3840000000.0000	   5.0511	   6.7629	   1.0818	   0.0905
3920000000.0000	   4.9853	   6.6828	   1.0779	   0.0855
4000000000.0000	   4.9132	   6.5830	   1.0799	   0.0847
4080000000.0000	   4.8360	   6.5035	   1.0794	   0.0826
4160000000.0000	   4.7679	   6.4126	   1.0805	   0.0795
4240000000.0000	   4.6991	   6.3327	   1.0866	   0.0803
4320000000.0000	   4.6310	   6.2407	   1.0890	   0.0781
4400000000.0000	   4.5627	   6.1590	   1.0971	   0.0768
4480000000.0000	   4.4951	   6.0775	   1.0997	   0.0770
4560000000.0000	   4.4242	   6.0038	   1.1075	   0.0775
4640000000.0000	   4.3704	   5.9328	   1.1126	   0.0787
4720000000.0000	   4.3015	   5.8587	   1.1217	   0.0815
4800000000.0000	   4.2440	   5.8131	   1.1271	   0.0793
4880000000.0000	   4.1902	   5.7380	   1.1333	   0.0840
4960000000.0000	   4.1223	   5.6980	   1.1382	   0.0796
5040000000.0000	   4.0871	   5.6389	   1.1392	   0.0834
5120000000.0000	   4.0149	   5.5861	   1.1480	   0.0851
5200000000.0000	   3.9752	   5.5466	   1.1468	   0.0804
5280000000.0000	   3.9242	   5.4848	   1.1506	   0.0854
5360000000.0000	   3.8757	   5.4540	   1.1519	   0.0789
5440000000.0000	   3.8398	   5.4011	   1.1481	   0.0797
5520000000.0000	   3.7913	   5.3695	   1.1499	   0.0788
5600000000.0000	   3.7699	   5.3300	   1.1430	   0.0760
5680000000.0000	   3.7299	   5.2793	   1.1455	   0.0763
5760000000.0000	   3.6993	   5.2604	   1.1369	   0.0702
5840000000.0000	   3.6696	   5.2148	   1.1333	   0.0708
5920000000.0000	   3.6453	   5.1915	   1.1311	   0.0653
6000000000.0000	   3.6289	   5.1477	   1.1229	   0.0606
6080000000.0000	   3.5872	   5.1209	   1.1188	   0.0565
6160000000.0000	   3.5856	   5.0937	   1.1113	   0.0540
6240000000.0000	   3.5532	   5.0523	   1.1097	   0.0491
6320000000.0000	   3.5340	   5.0252	   1.1029	   0.0422
6400000000.0000	   3.5097	   4.9922	   1.0973	   0.0397
6480000000.0000	   3.4910	   4.9592	   1.0956	   0.0333
6560000000.0000	   3.4743	   4.9182	   1.0907	   0.0296
6640000000.0000	   3.4382	   4.8902	   1.0880	   0.0236
6720000000.0000	   3.4253	   4.8575	   1.0829	   0.0210
6800000000.0000	   3.3960	   4.8262	   1.0827	   0.0167
6880000000.0000	   3.3759	   4.7843	   1.0802	   0.0125
6960000000.0000	   3.3455	   4.7463	   1.0806	   0.0100
7040000000.0000	   3.3283	   4.7170	   1.0785	   0.0040
7120000000.0000	   3.3038	   4.6609	   1.0775	   0.0044
7200000000.0000	   3.2763	   4.6379	   1.0795	  -0.0005
7280000000.0000	   3.2637	   4.5811	   1.0779	   0.0000
7360000000.0000	   3.2227	   4.5433	   1.0833	  -0.0037
7440000000.0000	   3.2190	   4.5072	   1.0799	  -0.0054
7520000000.0000	   3.1818	   4.4509	   1.0858	  -0.0024
7600000000.0000	   3.1638	   4.4243	   1.0868	  -0.0080
7680000000.0000	   3.1507	   4.3592	   1.0888	  -0.0030
7760000000.0000	   3.1117	   4.3264	   1.0948	  -0.0038
7840000000.0000	   3.1117	   4.2753	   1.0957	  -0.0025
7920000000.0000	   3.0701	   4.2282	   1.1031	   0.0008
8000000000.0000	   3.0600	   4.2004	   1.1037	  -0.0003
8080000000.0000	   3.0415	   4.1411	   1.1082	   0.0065
8160000000.0000	   3.0114	   4.1107	   1.1132	   0.0065
8240000000.0000	   3.0057	   4.0714	   1.1140	   0.0121
8320000000.0000	   2.9795	   4.0276	   1.1218	   0.0156
8400000000.0000	   2.9618	   3.9918	   1.1232	   0.0158
8480000000.0000	   2.9379	   3.9568	   1.1263	   0.0204
8560000000.0000	   2.9158	   3.9294	   1.1280	   0.0248
8640000000.0000	   2.8993	   3.8939	   1.1308	   0.0268
8720000000.0000	   2.8716	   3.8673	   1.1337	   0.0294
8800000000.0000	   2.8464	   3.8470	   1.1356	   0.0307
8880000000.0000	   2.8281	   3.8290	   1.1346	   0.0320
8960000000.0000	   2.8064	   3.7967	   1.1366	   0.0345
9040000000.0000	   2.7782	   3.7891	   1.1377	   0.0307
9120000000.0000	   2.7648	   3.7659	   1.1354	   0.0322
9200000000.0000	   2.7292	   3.7480	   1.1373	   0.0286
9280000000.0000	   2.7206	   3.7380	   1.1324	   0.0278
9360000000.0000	   2.6863	   3.7115	   1.1358	   0.0286
9440000000.0000	   2.6662	   3.7146	   1.1329	   0.0196
9520000000.0000	   2.6559	   3.6800	   1.1293	   0.0212
9600000000.0000	   2.6214	   3.6724	   1.1290	   0.0157
9680000000.0000	   2.6269	   3.6545	   1.1217	   0.0145
9760000000.0000	   2.5973	   3.6207	   1.1251	   0.0143
9840000000.0000	   2.5806	   3.6061	   1.1212	   0.0073
9920000000.0000	   2.5664	   3.5692	   1.1213	   0.0094
10000000000.0000	   2.5487	   3.5626	   1.1207	   0.0030
10080000000.0000	   2.5609	   3.5252	   1.1159	   0.0043
10160000000.0000	   2.5319	   3.4982	   1.1196	   0.0022
10240000000.0000	   2.5340	   3.4724	   1.1143	  -0.0009
10320000000.0000	   2.5210	   3.4348	   1.1171	   0.0014
10400000000.0000	   2.5127	   3.4136	   1.1165	  -0.0011
10480000000.0000	   2.5165	   3.3721	   1.1162	   0.0002
10560000000.0000	   2.4987	   3.3426	   1.1219	   0.0012
10640000000.0000	   2.4897	   3.3098	   1.1221	   0.0012
10720000000.0000	   2.4922	   3.2850	   1.1232	   0.0028
10800000000.0000	   2.4778	   3.2461	   1.1267	   0.0046
10880000000.0000	   2.4667	   3.2296	   1.1287	   0.0028
10960000000.0000	   2.4667	   3.1954	   1.1309	   0.0077
11040000000.0000	   2.4483	   3.1707	   1.1345	   0.0069
11120000000.0000	   2.4527	   3.1481	   1.1342	   0.0072
11200000000.0000	   2.4279	   3.1126	   1.1407	   0.0128
11280000000.0000	   2.4222	   3.1154	   1.1397	   0.0076
11360000000.0000	   2.4220	   3.0798	   1.1428	   0.0140
11440000000.0000	   2.3856	   3.0738	   1.1482	   0.0104
11520000000.0000	   2.4007	   3.0599	   1.1432	   0.0134
11600000000.0000	   2.3688	   3.0330	   1.1516	   0.0163
11680000000.0000	   2.3646	   3.0432	   1.1479	   0.0150
11760000000.0000	   2.3506	   2.9896	   1.1466	   0.0303
11840000000.0000	   2.3096	   3.0005	   1.1429	   0.0237
11920000000.0000	   2.3447	   2.9808	   1.1176	   0.0257
12000000000.0000	   2.3293	   2.9452	   1.1149	   0.0107
12080000000.0000	   2.3285	   2.9785	   1.1192	  -0.0132
12160000000.0000	   2.3191	   2.9596	   1.1258	  -0.0109
12240000000.0000	   2.2937	   2.9664	   1.1305	  -0.0168
12320000000.0000	   2.2939	   2.9545	   1.1286	  -0.0161
12400000000.0000	   2.2685	   2.9391	   1.1327	  -0.0168
12480000000.0000	   2.2547	   2.9364	   1.1300	  -0.0227
12560000000.0000	   2.2505	   2.9182	   1.1293	  -0.0215
12640000000.0000	   2.2293	   2.9027	   1.1309	  -0.0261
12720000000.0000	   2.2256	   2.8935	   1.1283	  -0.0309
12800000000.0000	   2.2136	   2.8740	   1.1305	  -0.0299
12880000000.0000	   2.1950	   2.8616	   1.1332	  -0.0358
12960000000.0000	   2.1993	   2.8471	   1.1311	  -0.0369
13040000000.0000	   2.1816	   2.8148	   1.1362	  -0.0376
13120000000.0000	   2.1768	   2.8152	   1.1345	  -0.0446
13200000000.0000	   2.1880	   2.7766	   1.1337	  -0.0377
13280000000.0000	   2.1605	   2.7613	   1.1393	  -0.0449
13360000000.0000	   2.1879	   2.7602	   1.1308	  -0.0443
13440000000.0000	   2.1719	   2.7174	   1.1374	  -0.0402
13520000000.0000	   2.1847	   2.7355	   1.1319	  -0.0484
13600000000.0000	   2.2122	   2.6952	   1.1287	  -0.0381
13680000000.0000	   2.1954	   2.6898	   1.1339	  -0.0452
13760000000.0000	   2.2379	   2.6855	   1.1233	  -0.0426
13840000000.0000	   2.2359	   2.6513	   1.1281	  -0.0377
13920000000.0000	   2.2605	   2.6669	   1.1206	  -0.0422
14000000000.0000	   2.2830	   2.6339	   1.1176	  -0.0313
14080000000.0000	   2.2770	   2.6452	   1.1152	  -0.0372
14160000000.0000	   2.3117	   2.6370	   1.1043	  -0.0326
14240000000.0000	   2.3030	   2.6176	   1.1064	  -0.0308
14320000000.0000	   2.3277	   2.6222	   1.0975	  -0.0333
14400000000.0000	   2.3404	   2.5947	   1.1001	  -0.0300
14480000000.0000	   2.3398	   2.5913	   1.1018	  -0.0296
14560000000.0000	   2.3471	   2.5796	   1.1010	  -0.0252
14640000000.0000	   2.3467	   2.5636	   1.0979	  -0.0188
14720000000.0000	   2.3490	   2.5453	   1.0933	  -0.0144
14800000000.0000	   2.3469	   2.5334	   1.0906	  -0.0162
14880000000.0000	   2.3502	   2.5112	   1.0881	  -0.0140
14960000000.0000	   2.3331	   2.5043	   1.0928	  -0.0175
15040000000.0000	   2.3488	   2.4967	   1.0894	  -0.0170
15120000000.0000	   2.3243	   2.4778	   1.0956	  -0.0157
15200000000.0000	   2.3234	   2.4900	   1.0935	  -0.0218
