frequency	e'	e''	u'	u''
2000000000.0000	   6.0593	   3.0269	   1.0918	   0.2980
2080000000.0000	   5.9862	   2.9888	   1.0877	   0.2923
2160000000.0000	   5.9257	   2.9569	   1.0940	   0.2776
2240000000.0000	   5.8721	   2.9123	   1.0928	   0.2749
2320000000.0000	   5.7970	   2.8902	   1.0968	   0.2609
2400000000.0000	   5.7687	   2.8600	   1.0904	   0.2498
2480000000.0000	   5.7105	   2.8240	   1.0846	   0.2495
2560000000.0000	   5.6693	   2.8003	   1.0867	   0.2361
2640000000.0000	   5.6366	   2.7686	   1.0689	   0.2363
2720000000.0000	   5.5853	   2.7444	   1.0761	   0.2293
2800000000.0000	   5.5788	   2.7197	   1.0597	   0.2217
2880000000.0000	   5.5364	   2.6877	   1.0550	   0.2228
2960000000.0000	   5.5224	   2.6716	   1.0468	   0.2119
3040000000.0000	   5.4965	   2.6346	   1.0395	   0.2140
3120000000.0000	   5.4657	   2.6251	   1.0369	   0.2042
3200000000.0000	   5.4516	   2.6042	   1.0200	   0.1990
3280000000.0000	   5.4250	   2.5856	   1.0185	   0.2014
3360000000.0000	   5.4070	   2.5704	   1.0097	   0.1918
3440000000.0000	   5.3742	   2.5525	   1.0019	   0.1913
3520000000.0000	   5.3612	   2.5456	   0.9961	   0.1865
3600000000.0000	   5.3328	   2.5218	   0.9893	   0.1852
3680000000.0000	   5.3012	   2.5136	   0.9891	   0.1794
3760000000.0000	   5.2755	   2.5062	   0.9808	   0.1727
3840000000.0000	   5.2440	   2.4935	   0.9779	   0.1701
3920000000.0000	   5.2175	   2.4828	   0.9725	   0.1653
4000000000.0000	   5.1765	   2.4720	   0.9773	   0.1638
4080000000.0000	   5.1490	   2.4698	   0.9759	   0.1565
4160000000.0000	   5.1125	   2.4557	   0.9780	   0.1523
4240000000.0000	   5.0811	   2.4505	   0.9819	   0.1509
4320000000.0000	   5.0403	   2.4363	   0.9859	   0.1485
4400000000.0000	   4.9980	   2.4322	   0.9950	   0.1461
4480000000.0000	   4.9606	   2.4241	   0.9984	   0.1430
4560000000.0000	   4.9127	   2.4211	   1.0083	   0.1449
4640000000.0000	   4.8802	   2.4177	   1.0148	   0.1413
4720000000.0000	   4.8327	   2.4074	   1.0264	   0.1450
4800000000.0000	   4.7965	   2.4172	   1.0344	   0.1404
4880000000.0000	   4.7600	   2.4006	   1.0420	   0.1438
4960000000.0000	   4.7163	   2.4107	   1.0520	   0.1397
5040000000.0000	   4.6914	   2.3996	   1.0549	   0.1417
5120000000.0000	   4.6462	   2.3975	   1.0676	   0.1457
5200000000.0000	   4.6172	   2.3996	   1.0712	   0.1410
5280000000.0000	   4.5876	   2.3895	   1.0771	   0.1459
5360000000.0000	   4.5586	   2.3937	   1.0813	   0.1410
5440000000.0000	   4.5330	   2.3852	   1.0801	   0.1419
5520000000.0000	   4.5086	   2.3888	   1.0841	   0.1440
5600000000.0000	   4.4945	   2.3856	   1.0804	   0.1427
5680000000.0000	   4.4711	   2.3743	   1.0846	   0.1442
5760000000.0000	   4.4539	   2.3811	   1.0784	   0.1403
5840000000.0000	   4.4338	   2.3745	   1.0765	   0.1416
5920000000.0000	   4.4285	   2.3800	   1.0765	   0.1374
6000000000.0000	   4.4120	   2.3649	   1.0703	   0.1353
6080000000.0000	   4.3949	   2.3787	   1.0678	   0.1307
6160000000.0000	   4.3963	   2.3684	   1.0614	   0.1317
6240000000.0000	   4.3743	   2.3667	   1.0629	   0.1270
6320000000.0000	   4.3692	   2.3674	   1.0564	   0.1202
6400000000.0000	   4.3540	   2.3608	   1.0523	   0.1214
6480000000.0000	   4.3475	   2.3619	   1.0529	   0.1148
6560000000.0000	   4.3381	   2.3493	   1.0492	   0.1134
6640000000.0000	   4.3150	   2.3649	   1.0492	   0.1080
6720000000.0000	   4.3118	   2.3663	   1.0452	   0.1047
6800000000.0000	   4.2897	   2.3677	   1.0462	   0.1038
6880000000.0000	   4.2676	   2.3703	   1.0465	   0.0985
6960000000.0000	   4.2462	   2.3660	   1.0486	   0.0974
7040000000.0000	   4.2247	   2.3726	   1.0506	   0.0928
7120000000.0000	   4.1982	   2.3598	   1.0514	   0.0923
7200000000.0000	   4.1739	   2.3639	   1.0578	   0.0911
7280000000.0000	   4.1475	   2.3488	   1.0604	   0.0920
7360000000.0000	   4.1100	   2.3440	   1.0687	   0.0915
7440000000.0000	   4.0896	   2.3368	   1.0703	   0.0936
7520000000.0000	   4.0519	   2.3230	   1.0789	   0.0983
7600000000.0000	   4.0261	   2.3155	   1.0843	   0.0994
7680000000.0000	   3.9927	   2.2893	   1.0908	   0.1084
7760000000.0000	   3.9572	   2.2872	   1.0996	   0.1122
7840000000.0000	   3.9354	   2.2591	   1.1043	   0.1206
7920000000.0000	   3.8917	   2.2497	   1.1135	   0.1289
8000000000.0000	   3.8704	   2.2372	   1.1176	   0.1362
8080000000.0000	   3.8353	   2.2149	   1.1241	   0.1480
8160000000.0000	   3.8052	   2.2069	   1.1293	   0.1557
8240000000.0000	   3.7779	   2.1863	   1.1328	   0.1696
8320000000.0000	   3.7441	   2.1766	   1.1420	   0.1785
