frequency	e'	e''	u'	u''
2000000000.0000	  12.4909	   9.0741	   0.9974	   0.2318
2080000000.0000	  12.2335	   9.0390	   0.9960	   0.2242
2160000000.0000	  12.0224	   9.0236	   1.0087	   0.2073
2240000000.0000	  11.8183	   8.9673	   1.0133	   0.1987
2320000000.0000	  11.5783	   8.9410	   1.0184	   0.1839
2400000000.0000	  11.4209	   8.9075	   1.0182	   0.1730
2480000000.0000	  11.2033	   8.8613	   1.0164	   0.1691
2560000000.0000	  11.0416	   8.8350	   1.0196	   0.1536
2640000000.0000	  10.8644	   8.7862	   1.0086	   0.1556
2720000000.0000	  10.6902	   8.7727	   1.0163	   0.1449
2800000000.0000	  10.5657	   8.7271	   1.0058	   0.1389
2880000000.0000	  10.3827	   8.6955	   1.0064	   0.1357
2960000000.0000	  10.2691	   8.6777	   1.0017	   0.1226
3040000000.0000	  10.1119	   8.6163	   0.9984	   0.1246
3120000000.0000	   9.9668	   8.6171	   0.9990	   0.1116
3200000000.0000	   9.8332	   8.5589	   0.9860	   0.1083
3280000000.0000	   9.6784	   8.5530	   0.9918	   0.1090
3360000000.0000	   9.5686	   8.5183	   0.9836	   0.0965
3440000000.0000	   9.3921	   8.4616	   0.9806	   0.1005
3520000000.0000	   9.2703	   8.4650	   0.9801	   0.0948
3600000000.0000	   9.1339	   8.3906	   0.9764	   0.0936
3680000000.0000	   8.9746	   8.3665	   0.9805	   0.0889
3760000000.0000	   8.8353	   8.3162	   0.9737	   0.0843
3840000000.0000	   8.6750	   8.2729	   0.9772	   0.0863
3920000000.0000	   8.5419	   8.2309	   0.9761	   0.0814
4000000000.0000	   8.3906	   8.1681	   0.9802	   0.0811
4080000000.0000	   8.2375	   8.1339	   0.9837	   0.0794
4160000000.0000	   8.0887	   8.0752	   0.9881	   0.0775
4240000000.0000	   7.9558	   8.0346	   0.9953	   0.0775
4320000000.0000	   7.8106	   7.9622	   0.9999	   0.0768
4400000000.0000	   7.6684	   7.9177	   1.0093	   0.0756
4480000000.0000	   7.5305	   7.8530	   1.0129	   0.0766
4560000000.0000	   7.3802	   7.8011	   1.0230	   0.0786
4640000000.0000	   7.2605	   7.7521	   1.0293	   0.0788
4720000000.0000	   7.1147	   7.6880	   1.0393	   0.0833
4800000000.0000	   6.9961	   7.6646	   1.0467	   0.0809
4880000000.0000	   6.8850	   7.5901	   1.0534	   0.0853
4960000000.0000	   6.7537	   7.5663	   1.0618	   0.0825
5040000000.0000	   6.6713	   7.5134	   1.0633	   0.0852
5120000000.0000	   6.5441	   7.4719	   1.0730	   0.0888
5200000000.0000	   6.4575	   7.4445	   1.0742	   0.0847
5280000000.0000	   6.3602	   7.3886	   1.0780	   0.0898
5360000000.0000	   6.2700	   7.3753	   1.0807	   0.0843
5440000000.0000	   6.1910	   7.3301	   1.0780	   0.0848
5520000000.0000	   6.1039	   7.3150	   1.0801	   0.0842
5600000000.0000	   6.0446	   7.2798	   1.0742	   0.0823
5680000000.0000	   5.9618	   7.2352	   1.0768	   0.0820
5760000000.0000	   5.8972	   7.2277	   1.0695	   0.0768
5840000000.0000	   5.8258	   7.1854	   1.0666	   0.0764
5920000000.0000	   5.7687	   7.1724	   1.0649	   0.0720
6000000000.0000	   5.7177	   7.1243	   1.0579	   0.0673
6080000000.0000	   5.6317	   7.1139	   1.0556	   0.0627
6160000000.0000	   5.6095	   7.0836	   1.0483	   0.0608
6240000000.0000	   5.5281	   7.0423	   1.0496	   0.0560
6320000000.0000	   5.4833	   7.0156	   1.0431	   0.0488
6400000000.0000	   5.4183	   6.9741	   1.0389	   0.0479
6480000000.0000	   5.3716	   6.9450	   1.0383	   0.0411
6560000000.0000	   5.3268	   6.8835	   1.0341	   0.0393
6640000000.0000	   5.2451	   6.8528	   1.0343	   0.0337
6720000000.0000	   5.2073	   6.8110	   1.0303	   0.0317
6800000000.0000	   5.1398	   6.7692	   1.0319	   0.0292
6880000000.0000	   5.0917	   6.7125	   1.0312	   0.0260
6960000000.0000	   5.0299	   6.6599	   1.0324	   0.0251
7040000000.0000	   4.9818	   6.6236	   1.0322	   0.0207
7120000000.0000	   4.9304	   6.5431	   1.0325	   0.0221
7200000000.0000	   4.8722	   6.5073	   1.0360	   0.0198
7280000000.0000	   4.8343	   6.4324	   1.0362	   0.0215
7360000000.0000	   4.7672	   6.3795	   1.0419	   0.0202
7440000000.0000	   4.7425	   6.3255	   1.0400	   0.0212
7520000000.0000	   4.6775	   6.2510	   1.0464	   0.0248
7600000000.0000	   4.6444	   6.2085	   1.0473	   0.0228
7680000000.0000	   4.6064	   6.1178	   1.0504	   0.0297
7760000000.0000	   4.5435	   6.0750	   1.0564	   0.0307
7840000000.0000	   4.5281	   6.0027	   1.0569	   0.0342
