frequency	e'	e''	u'	u''
2000000000.0000	   7.1681	   4.3160	   1.6107	   0.1061
2080000000.0000	   7.0063	   4.2800	   1.6319	   0.1033
2160000000.0000	   6.8620	   4.2438	   1.6699	   0.0928
2240000000.0000	   6.7316	   4.1793	   1.6969	   0.1023
2320000000.0000	   6.5772	   4.1362	   1.7270	   0.1021
2400000000.0000	   6.4872	   4.0816	   1.7431	   0.1100
2480000000.0000	   6.3694	   4.0039	   1.7588	   0.1346
2560000000.0000	   6.2767	   3.9469	   1.7774	   0.1480
2640000000.0000	   6.2052	   3.8717	   1.7683	   0.1802
2720000000.0000	   6.1174	   3.8059	   1.7862	   0.2071
2800000000.0000	   6.0892	   3.7407	   1.7676	   0.2321
2880000000.0000	   6.0272	   3.6651	   1.7606	   0.2699
2960000000.0000	   6.0048	   3.6118	   1.7415	   0.2903
3040000000.0000	   5.9770	   3.5355	   1.7196	   0.3268
3120000000.0000	   5.9485	   3.4945	   1.6992	   0.3471
3200000000.0000	   5.9451	   3.4426	   1.6560	   0.3667
3280000000.0000	   5.9270	   3.4046	   1.6260	   0.3943
3360000000.0000	   5.9261	   3.3732	   1.5858	   0.4031
3440000000.0000	   5.9077	   3.3422	   1.5443	   0.4157
3520000000.0000	   5.9110	   3.3312	   1.5028	   0.4186
3600000000.0000	   5.8993	   3.3042	   1.4616	   0.4207
3680000000.0000	   5.8810	   3.3008	   1.4284	   0.4102
3760000000.0000	   5.8687	   3.3018	   1.3871	   0.3949
3840000000.0000	   5.8454	   3.3032	   1.3541	   0.3800
3920000000.0000	   5.8263	   3.3126	   1.3204	   0.3590
4000000000.0000	   5.7882	   3.3180	   1.3049	   0.3377
4080000000.0000	   5.7545	   3.3413	   1.2837	   0.3054
4160000000.0000	   5.7102	   3.3495	   1.2712	   0.2767
4240000000.0000	   5.6653	   3.3712	   1.2654	   0.2509
4320000000.0000	   5.6055	   3.3787	   1.2651	   0.2217
4400000000.0000	   5.5383	   3.3985	   1.2748	   0.1927
4480000000.0000	   5.4688	   3.4118	   1.2812	   0.1624
4560000000.0000	   5.3833	   3.4263	   1.3000	   0.1412
4640000000.0000	   5.3133	   3.4373	   1.3185	   0.1149
4720000000.0000	   5.2218	   3.4349	   1.3455	   0.0991
4800000000.0000	   5.1402	   3.4496	   1.3718	   0.0765
4880000000.0000	   5.0571	   3.4280	   1.4002	   0.0667
4960000000.0000	   4.9644	   3.4313	   1.4313	   0.0508
5040000000.0000	   4.8980	   3.4085	   1.4556	   0.0450
5120000000.0000	   4.8017	   3.3837	   1.4929	   0.0442
5200000000.0000	   4.7298	   3.3585	   1.5208	   0.0372
5280000000.0000	   4.6634	   3.3093	   1.5534	   0.0464
5360000000.0000	   4.6055	   3.2738	   1.5813	   0.0498
5440000000.0000	   4.5605	   3.2218	   1.6000	   0.0640
5520000000.0000	   4.5196	   3.1818	   1.6226	   0.0825
5600000000.0000	   4.5035	   3.1362	   1.6325	   0.1014
5680000000.0000	   4.4836	   3.0794	   1.6477	   0.1250
5760000000.0000	   4.4733	   3.0470	   1.6469	   0.1450
5840000000.0000	   4.4686	   3.0029	   1.6463	   0.1717
5920000000.0000	   4.4863	   2.9770	   1.6427	   0.1918
6000000000.0000	   4.4973	   2.9328	   1.6281	   0.2152
6080000000.0000	   4.5082	   2.9216	   1.6141	   0.2314
6160000000.0000	   4.5442	   2.8995	   1.5892	   0.2540
6240000000.0000	   4.5580	   2.8834	   1.5727	   0.2670
6320000000.0000	   4.5900	   2.8816	   1.5427	   0.2739
6400000000.0000	   4.6103	   2.8755	   1.5141	   0.2865
6480000000.0000	   4.6381	   2.8880	   1.4884	   0.2857
6560000000.0000	   4.6621	   2.8884	   1.4578	   0.2882
6640000000.0000	   4.6657	   2.9186	   1.4327	   0.2819
6720000000.0000	   4.6881	   2.9417	   1.4013	   0.2740
6800000000.0000	   4.6880	   2.9680	   1.3781	   0.2683
6880000000.0000	   4.6843	   2.9956	   1.3537	   0.2536
6960000000.0000	   4.6733	   3.0178	   1.3313	   0.2429
7040000000.0000	   4.6604	   3.0481	   1.3075	   0.2234
7120000000.0000	   4.6451	   3.0544	   1.2809	   0.2033
7200000000.0000	   4.6343	   3.0866	   1.2641	   0.1732
7280000000.0000	   4.6239	   3.1067	   1.2492	   0.1390
7360000000.0000	   4.5884	   3.1465	   1.2518	   0.1018
7440000000.0000	   4.5602	   3.1883	   1.2540	   0.0681
7520000000.0000	   4.5001	   3.2159	   1.2692	   0.0418
7600000000.0000	   4.4449	   3.2468	   1.2851	   0.0126
7680000000.0000	   4.3740	   3.2455	   1.3056	  -0.0042
7760000000.0000	   4.2946	   3.2648	   1.3311	  -0.0248
7840000000.0000	   4.2303	   3.2453	   1.3556	  -0.0379
7920000000.0000	   4.1389	   3.2345	   1.3870	  -0.0481
8000000000.0000	   4.0745	   3.2149	   1.4149	  -0.0567
8080000000.0000	   4.0008	   3.1729	   1.4484	  -0.0563
8160000000.0000	   3.9341	   3.1400	   1.4805	  -0.0569
8240000000.0000	   3.8811	   3.0877	   1.5122	  -0.0461
8320000000.0000	   3.8287	   3.0422	   1.5509	  -0.0374
8400000000.0000	   3.7920	   2.9841	   1.5801	  -0.0250
8480000000.0000	   3.7537	   2.9319	   1.6105	  -0.0056
8560000000.0000	   3.7325	   2.8869	   1.6347	   0.0189
8640000000.0000	   3.7177	   2.8343	   1.6614	   0.0455
8720000000.0000	   3.7060	   2.8030	   1.6841	   0.0705
8800000000.0000	   3.7024	   2.7702	   1.6993	   0.1011
8880000000.0000	   3.7056	   2.7579	   1.7100	   0.1295
8960000000.0000	   3.7149	   2.7373	   1.7169	   0.1625
9040000000.0000	   3.7151	   2.7455	   1.7238	   0.1877
9120000000.0000	   3.7300	   2.7504	   1.7199	   0.2157
9200000000.0000	   3.7237	   2.7693	   1.7196	   0.2398
9280000000.0000	   3.7324	   2.8021	   1.7093	   0.2636
9360000000.0000	   3.7162	   2.8321	   1.7039	   0.2869
