frequency	e'	e''	u'	u''
2000000000.0000	   8.2025	   5.8042	   1.1504	   0.1077
2080000000.0000	   8.0636	   5.7479	   1.1459	   0.1033
2160000000.0000	   7.9550	   5.6868	   1.1463	   0.0917
2240000000.0000	   7.8460	   5.6195	   1.1508	   0.0899
2320000000.0000	   7.7198	   5.5708	   1.1478	   0.0756
2400000000.0000	   7.6398	   5.5115	   1.1454	   0.0708
2480000000.0000	   7.5259	   5.4616	   1.1423	   0.0676
2560000000.0000	   7.4484	   5.4090	   1.1390	   0.0559
2640000000.0000	   7.3523	   5.3534	   1.1320	   0.0595
2720000000.0000	   7.2658	   5.3177	   1.1352	   0.0488
2800000000.0000	   7.2104	   5.2592	   1.1256	   0.0472
2880000000.0000	   7.1152	   5.2216	   1.1278	   0.0453
2960000000.0000	   7.0705	   5.1802	   1.1201	   0.0363
3040000000.0000	   6.9864	   5.1177	   1.1214	   0.0420
3120000000.0000	   6.9195	   5.1032	   1.1210	   0.0310
3200000000.0000	   6.8621	   5.0432	   1.1090	   0.0317
3280000000.0000	   6.7836	   5.0239	   1.1165	   0.0353
3360000000.0000	   6.7415	   4.9809	   1.1072	   0.0268
3440000000.0000	   6.6524	   4.9333	   1.1069	   0.0338
3520000000.0000	   6.6063	   4.9228	   1.1054	   0.0306
3600000000.0000	   6.5446	   4.8579	   1.1010	   0.0329
3680000000.0000	   6.4665	   4.8359	   1.1063	   0.0327
3760000000.0000	   6.4104	   4.7961	   1.0976	   0.0302
3840000000.0000	   6.3332	   4.7573	   1.0999	   0.0355
3920000000.0000	   6.2750	   4.7330	   1.0978	   0.0330
4000000000.0000	   6.2058	   4.6835	   1.0997	   0.0355
4080000000.0000	   6.1300	   4.6643	   1.1021	   0.0359
4160000000.0000	   6.0702	   4.6296	   1.1018	   0.0348
4240000000.0000	   6.0080	   4.5987	   1.1068	   0.0394
4320000000.0000	   5.9364	   4.5632	   1.1090	   0.0383
4400000000.0000	   5.8757	   4.5291	   1.1135	   0.0397
4480000000.0000	   5.8018	   4.4995	   1.1158	   0.0422
4560000000.0000	   5.7353	   4.4771	   1.1201	   0.0428
4640000000.0000	   5.6784	   4.4485	   1.1232	   0.0452
4720000000.0000	   5.6020	   4.4248	   1.1298	   0.0478
4800000000.0000	   5.5513	   4.4146	   1.1321	   0.0452
4880000000.0000	   5.4876	   4.3792	   1.1370	   0.0496
4960000000.0000	   5.4264	   4.3801	   1.1396	   0.0434
5040000000.0000	   5.3899	   4.3495	   1.1388	   0.0466
5120000000.0000	   5.3174	   4.3403	   1.1453	   0.0467
5200000000.0000	   5.2833	   4.3291	   1.1426	   0.0407
5280000000.0000	   5.2251	   4.3042	   1.1463	   0.0444
5360000000.0000	   5.1845	   4.3092	   1.1457	   0.0352
5440000000.0000	   5.1424	   4.2835	   1.1429	   0.0351
5520000000.0000	   5.0906	   4.2859	   1.1453	   0.0323
5600000000.0000	   5.0666	   4.2704	   1.1387	   0.0280
5680000000.0000	   5.0171	   4.2464	   1.1428	   0.0280
5760000000.0000	   4.9845	   4.2501	   1.1363	   0.0203
5840000000.0000	   4.9478	   4.2214	   1.1345	   0.0203
5920000000.0000	   4.9130	   4.2197	   1.1354	   0.0150
6000000000.0000	   4.8927	   4.1895	   1.1294	   0.0102
6080000000.0000	   4.8442	   4.1814	   1.1289	   0.0074
6160000000.0000	   4.8383	   4.1633	   1.1247	   0.0053
6240000000.0000	   4.8005	   4.1359	   1.1259	   0.0013
6320000000.0000	   4.7722	   4.1207	   1.1230	  -0.0031
6400000000.0000	   4.7493	   4.1021	   1.1194	  -0.0046
6480000000.0000	   4.7256	   4.0753	   1.1209	  -0.0074
6560000000.0000	   4.7028	   4.0454	   1.1193	  -0.0093
6640000000.0000	   4.6691	   4.0315	   1.1180	  -0.0127
6720000000.0000	   4.6493	   4.0090	   1.1166	  -0.0119
6800000000.0000	   4.6277	   3.9953	   1.1166	  -0.0146
6880000000.0000	   4.6022	   3.9593	   1.1162	  -0.0142
6960000000.0000	   4.5726	   3.9416	   1.1175	  -0.0154
7040000000.0000	   4.5610	   3.9259	   1.1150	  -0.0181
7120000000.0000	   4.5268	   3.8854	   1.1161	  -0.0153
7200000000.0000	   4.5067	   3.8842	   1.1170	  -0.0186
7280000000.0000	   4.4882	   3.8385	   1.1163	  -0.0149
7360000000.0000	   4.4438	   3.8279	   1.1211	  -0.0174
7440000000.0000	   4.4412	   3.8040	   1.1166	  -0.0172
7520000000.0000	   4.3924	   3.7700	   1.1227	  -0.0129
7600000000.0000	   4.3765	   3.7651	   1.1220	  -0.0173
7680000000.0000	   4.3507	   3.7129	   1.1237	  -0.0109
7760000000.0000	   4.3021	   3.7087	   1.1286	  -0.0121
7840000000.0000	   4.2988	   3.6707	   1.1274	  -0.0104
7920000000.0000	   4.2428	   3.6458	   1.1345	  -0.0069
8000000000.0000	   4.2249	   3.6360	   1.1340	  -0.0088
8080000000.0000	   4.1922	   3.5914	   1.1376	  -0.0028
8160000000.0000	   4.1500	   3.5817	   1.1424	  -0.0036
8240000000.0000	   4.1364	   3.5532	   1.1419	   0.0003
8320000000.0000	   4.0911	   3.5234	   1.1499	   0.0031
8400000000.0000	   4.0643	   3.5071	   1.1512	   0.0015
8480000000.0000	   4.0315	   3.4820	   1.1542	   0.0048
8560000000.0000	   3.9931	   3.4630	   1.1573	   0.0080
8640000000.0000	   3.9700	   3.4416	   1.1598	   0.0078
8720000000.0000	   3.9281	   3.4205	   1.1647	   0.0103
8800000000.0000	   3.8922	   3.4139	   1.1679	   0.0093
8880000000.0000	   3.8708	   3.4007	   1.1679	   0.0105
8960000000.0000	   3.8334	   3.3727	   1.1729	   0.0126
9040000000.0000	   3.8032	   3.3741	   1.1744	   0.0081
9120000000.0000	   3.7806	   3.3483	   1.1751	   0.0112
9200000000.0000	   3.7344	   3.3403	   1.1800	   0.0072
9280000000.0000	   3.7273	   3.3299	   1.1765	   0.0083
9360000000.0000	   3.6812	   3.3066	   1.1837	   0.0098
9440000000.0000	   3.6656	   3.3132	   1.1812	   0.0027
9520000000.0000	   3.6454	   3.2677	   1.1815	   0.0083
9600000000.0000	   3.6091	   3.2683	   1.1831	   0.0046
9680000000.0000	   3.6193	   3.2412	   1.1780	   0.0074
9760000000.0000	   3.5840	   3.2079	   1.1836	   0.0106
9840000000.0000	   3.5697	   3.1924	   1.1796	   0.0075
9920000000.0000	   3.5576	   3.1490	   1.1807	   0.0147
10000000000.0000	   3.5451	   3.1419	   1.1802	   0.0127
10080000000.0000	   3.5659	   3.0995	   1.1744	   0.0187
10160000000.0000	   3.5373	   3.0711	   1.1774	   0.0212
10240000000.0000	   3.5504	   3.0485	   1.1691	   0.0223
10320000000.0000	   3.5493	   3.0090	   1.1684	   0.0281
10400000000.0000	   3.5513	   2.9930	   1.1642	   0.0282
10480000000.0000	   3.5675	   2.9576	   1.1587	   0.0311
10560000000.0000	   3.5556	   2.9443	   1.1604	   0.0320
10640000000.0000	   3.5549	   2.9284	   1.1567	   0.0304
10720000000.0000	   3.5674	   2.9204	   1.1536	   0.0303
10800000000.0000	   3.5450	   2.9044	   1.1555	   0.0292
10880000000.0000	   3.5438	   2.9113	   1.1536	   0.0240
10960000000.0000	   3.5333	   2.8932	   1.1553	   0.0254
11040000000.0000	   3.5066	   2.8984	   1.1579	   0.0196
11120000000.0000	   3.5097	   2.8935	   1.1569	   0.0170
11200000000.0000	   3.4570	   2.8823	   1.1656	   0.0168
11280000000.0000	   3.4475	   2.9034	   1.1643	   0.0083
11360000000.0000	   3.4236	   2.8765	   1.1702	   0.0119
11440000000.0000	   3.3718	   2.8969	   1.1777	   0.0031
11520000000.0000	   3.3763	   2.8830	   1.1749	   0.0042
11600000000.0000	   3.3202	   2.8712	   1.1871	   0.0034
11680000000.0000	   3.3026	   2.8915	   1.1859	  -0.0010
11760000000.0000	   3.2633	   2.8264	   1.1927	   0.0129
11840000000.0000	   3.2100	   2.8462	   1.1928	   0.0046
11920000000.0000	   3.2466	   2.8049	   1.1742	   0.0117
12000000000.0000	   3.2214	   2.7651	   1.1754	   0.0004
12080000000.0000	   3.2339	   2.8179	   1.1771	  -0.0222
12160000000.0000	   3.2098	   2.7909	   1.1882	  -0.0189
12240000000.0000	   3.1738	   2.8058	   1.1963	  -0.0248
12320000000.0000	   3.1735	   2.7879	   1.1964	  -0.0213
12400000000.0000	   3.1405	   2.7634	   1.2049	  -0.0188
12480000000.0000	   3.1279	   2.7626	   1.2035	  -0.0221
12560000000.0000	   3.1226	   2.7343	   1.2063	  -0.0158
12640000000.0000	   3.0978	   2.7233	   1.2093	  -0.0179
12720000000.0000	   3.1047	   2.7112	   1.2065	  -0.0178
12800000000.0000	   3.0935	   2.6840	   1.2099	  -0.0125
12880000000.0000	   3.0793	   2.6801	   1.2112	  -0.0170
12960000000.0000	   3.0924	   2.6593	   1.2081	  -0.0121
13040000000.0000	   3.0700	   2.6310	   1.2139	  -0.0105
13120000000.0000	   3.0762	   2.6431	   1.2091	  -0.0161
13200000000.0000	   3.0882	   2.5980	   1.2090	  -0.0050
13280000000.0000	   3.0578	   2.6032	   1.2129	  -0.0125
13360000000.0000	   3.0958	   2.5991	   1.2024	  -0.0083
13440000000.0000	   3.0680	   2.5609	   1.2113	  -0.0028
13520000000.0000	   3.0898	   2.5940	   1.2017	  -0.0111
13600000000.0000	   3.1151	   2.5427	   1.1999	   0.0035
13680000000.0000	   3.0897	   2.5559	   1.2040	  -0.0055
13760000000.0000	   3.1430	   2.5460	   1.1910	   0.0008
13840000000.0000	   3.1256	   2.5111	   1.1982	   0.0063
13920000000.0000	   3.1553	   2.5389	   1.1881	   0.0018
14000000000.0000	   3.1689	   2.4949	   1.1873	   0.0158
14080000000.0000	   3.1549	   2.5183	   1.1853	   0.0091
14160000000.0000	   3.1997	   2.4986	   1.1736	   0.0179
14240000000.0000	   3.1698	   2.4777	   1.1795	   0.0199
14320000000.0000	   3.2030	   2.4900	   1.1684	   0.0180
14400000000.0000	   3.2038	   2.4550	   1.1720	   0.0249
14480000000.0000	   3.1906	   2.4531	   1.1755	   0.0247
14560000000.0000	   3.1893	   2.4387	   1.1759	   0.0310
14640000000.0000	   3.1767	   2.4105	   1.1760	   0.0402
14720000000.0000	   3.1664	   2.3872	   1.1741	   0.0465
14800000000.0000	   3.1610	   2.3685	   1.1719	   0.0483
14880000000.0000	   3.1536	   2.3343	   1.1724	   0.0535
14960000000.0000	   3.1302	   2.3272	   1.1773	   0.0504
15040000000.0000	   3.1426	   2.3055	   1.1751	   0.0557
15120000000.0000	   3.1026	   2.2843	   1.1848	   0.0574
15200000000.0000	   3.1060	   2.2894	   1.1820	   0.0544
15280000000.0000	   3.0860	   2.2455	   1.1883	   0.0637
15360000000.0000	   3.0600	   2.2588	   1.1914	   0.0554
15440000000.0000	   3.0743	   2.2244	   1.1894	   0.0650
15520000000.0000	   3.0257	   2.2221	   1.2000	   0.0593
15600000000.0000	   3.0539	   2.2235	   1.1903	   0.0600
15680000000.0000	   3.0243	   2.1765	   1.1996	   0.0681
15760000000.0000	   3.0203	   2.2106	   1.1962	   0.0557
15840000000.0000	   3.0387	   2.1714	   1.1918	   0.0679
15920000000.0000	   3.0075	   2.1802	   1.1982	   0.0597
16000000000.0000	   3.0536	   2.1792	   1.1845	   0.0631
16080000000.0000	   3.0253	   2.1517	   1.1928	   0.0673
16160000000.0000	   3.0441	   2.1850	   1.1830	   0.0583
16240000000.0000	   3.0656	   2.1490	   1.1799	   0.0702
16320000000.0000	   3.0566	   2.1700	   1.1795	   0.0610
16400000000.0000	   3.0920	   2.1536	   1.1697	   0.0673
16480000000.0000	   3.0802	   2.1470	   1.1714	   0.0685
16560000000.0000	   3.1104	   2.1613	   1.1629	   0.0665
16640000000.0000	   3.1191	   2.1373	   1.1616	   0.0731
16720000000.0000	   3.1227	   2.1407	   1.1583	   0.0717
16800000000.0000	   3.1329	   2.1297	   1.1544	   0.0764
16880000000.0000	   3.1335	   2.1172	   1.1541	   0.0798
16960000000.0000	   3.1403	   2.1086	   1.1516	   0.0809
17040000000.0000	   3.1407	   2.0982	   1.1499	   0.0841
