frequency	e'	e''	u'	u''
2000000000.0000	  14.9308	  20.8020	   1.3188	   0.0506
2080000000.0000	  14.6168	  20.3651	   1.3134	   0.0517
2160000000.0000	  14.3559	  20.0426	   1.3260	   0.0429
2240000000.0000	  14.1405	  19.6605	   1.3289	   0.0420
2320000000.0000	  13.8530	  19.3324	   1.3321	   0.0323
2400000000.0000	  13.6951	  19.0558	   1.3307	   0.0290
2480000000.0000	  13.4652	  18.7389	   1.3261	   0.0335
2560000000.0000	  13.3104	  18.5207	   1.3253	   0.0260
2640000000.0000	  13.1259	  18.2382	   1.3100	   0.0401
2720000000.0000	  12.9338	  18.0832	   1.3130	   0.0375
2800000000.0000	  12.8225	  17.8805	   1.2929	   0.0423
2880000000.0000	  12.5917	  17.7192	   1.2853	   0.0452
2960000000.0000	  12.4514	  17.6238	   1.2684	   0.0384
3040000000.0000	  12.2414	  17.4310	   1.2523	   0.0428
3120000000.0000	  11.9910	  17.3671	   1.2413	   0.0295
3200000000.0000	  11.7586	  17.1779	   1.2161	   0.0252
3280000000.0000	  11.4306	  17.0706	   1.2153	   0.0183
3360000000.0000	  11.2194	  16.9147	   1.1994	  -0.0043
3440000000.0000	  10.8844	  16.6465	   1.1933	  -0.0071
3520000000.0000	  10.6177	  16.4900	   1.1940	  -0.0216
3600000000.0000	  10.3929	  16.1974	   1.1936	  -0.0297
3680000000.0000	  10.1297	  15.9609	   1.2023	  -0.0411
3760000000.0000	   9.9402	  15.6778	   1.1996	  -0.0480
3840000000.0000	   9.7135	  15.4117	   1.2100	  -0.0477
3920000000.0000	   9.5592	  15.1800	   1.2156	  -0.0528
4000000000.0000	   9.3932	  14.9062	   1.2241	  -0.0532
4080000000.0000	   9.2300	  14.6817	   1.2307	  -0.0505
4160000000.0000	   9.0730	  14.4555	   1.2395	  -0.0489
4240000000.0000	   8.9513	  14.2812	   1.2492	  -0.0464
4320000000.0000	   8.8202	  14.0600	   1.2550	  -0.0434
4400000000.0000	   8.6841	  13.8964	   1.2643	  -0.0425
4480000000.0000	   8.5640	  13.7088	   1.2663	  -0.0380
4560000000.0000	   8.4050	  13.5516	   1.2757	  -0.0336
4640000000.0000	   8.2918	  13.4191	   1.2788	  -0.0319
4720000000.0000	   8.1385	  13.2512	   1.2871	  -0.0266
4800000000.0000	   7.9944	  13.1731	   1.2918	  -0.0288
4880000000.0000	   7.8821	  13.0249	   1.2962	  -0.0248
